subclass
OPC
Endothelial
L45_IT
Astrocytes
L23_IT
Endothelial
L23_IT
L23_IT
Astrocytes
Endothelial
L23_IT
L5_IT
L23_IT
Endothelial
L45_IT
Astrocytes
L23_IT
L23_IT
L23_IT
Pericytes
Astrocytes
L45_IT
L5_PT
L45_IT
L23_IT
Astrocytes
L45_IT
L23_IT
L23_IT
L23_IT
Astrocytes
Microglia
OPC
L45_IT
Endothelial
Pvalb
L45_IT
Microglia
Lamp5
L23_IT
Astrocytes
L45_IT
Endothelial
L23_IT
L6_IT
Endothelial
L45_IT
L5_IT
L5_IT
L23_IT
L45_IT
Sst
L45_IT
OPC
Endothelial
Endothelial
L45_IT
OPC
Astrocytes
Endothelial
L23_IT
L5_IT
Endothelial
Pvalb
L45_IT
Pericytes
Endothelial
L23_IT
Lamp5
Microglia
Astrocytes
L5_IT
L6_IT
L23_IT
SMC
L45_IT
Astrocytes
Lamp5
L23_IT
Vip
L45_IT
L23_IT
Endothelial
L23_IT
L5_IT
Astrocytes
L45_IT
Astrocytes
L45_IT
L5_PT
SMC
L23_IT
L5_IT
Astrocytes
Astrocytes
L23_IT
OPC
Microglia
L45_IT
Astrocytes
L5_IT
Endothelial
L23_IT
L23_IT
L23_IT
Astrocytes
L45_IT
Endothelial
Oligodendrocytes
L45_IT
L6_IT_Car3
Pvalb
L5_IT
L23_IT
Astrocytes
L45_IT
L5_IT
Microglia
L45_IT
Astrocytes
Endothelial
L23_IT
Astrocytes
Astrocytes
L23_IT
Microglia
L45_IT
L45_IT
L45_IT
Endothelial
Endothelial
L23_IT
Sst
Oligodendrocytes
L5_PT
L5_PT
Sst
L5_IT
L6_IT
L45_IT
L23_IT
L45_IT
L45_IT
L45_IT
L5_IT
L23_IT
VLMC
Astrocytes
Astrocytes
L23_IT
L45_IT
Pericytes
L6_IT
L23_IT
Microglia
L23_IT
L23_IT
L45_IT
L23_IT
L23_IT
Pericytes
L23_IT
PVM
Microglia
L5_IT
Endothelial
Oligodendrocytes
Endothelial
L45_IT
Pvalb
L6_IT
Endothelial
OPC
L23_IT
L23_IT
Lamp5
L6_CT
L5_IT
Astrocytes
Astrocytes
L56_NP
L5_IT
Astrocytes
L6_CT
L45_IT
Pvalb
L23_IT
L23_IT
L23_IT
Astrocytes
L23_IT
L23_IT
L6_IT
L23_IT
L45_IT
L45_IT
Pvalb
L45_IT
L23_IT
L5_IT
L5_IT
Astrocytes
L5_PT
L5_PT
Astrocytes
L23_IT
Endothelial
Astrocytes
L23_IT
L5_IT
Pvalb
Sncg
SMC
L5_IT
Pericytes
L23_IT
Lamp5
L5_IT
L23_IT
L5_IT
Endothelial
Astrocytes
L23_IT
L6_IT
OPC
L23_IT
Endothelial
Endothelial
PVM
Endothelial
Microglia
L45_IT
Vip
L5_IT
L23_IT
Endothelial
L45_IT
VLMC
PVM
Endothelial
Microglia
L45_IT
L45_IT
OPC
L23_IT
L45_IT
L56_NP
L45_IT
Astrocytes
L23_IT
L45_IT
Endothelial
L23_IT
L45_IT
L45_IT
L5_IT
L23_IT
Pvalb
Astrocytes
Endothelial
VLMC
L23_IT
Astrocytes
Pericytes
L23_IT
OPC
SMC
Lamp5
Astrocytes
L23_IT
L6_CT
OPC
Astrocytes
L5_IT
SMC
Microglia
L5_PT
Microglia
L23_IT
L23_IT
Lamp5
L45_IT
L5_IT
L23_IT
L5_PT
L45_IT
L23_IT
Pvalb
L23_IT
L45_IT
L45_IT
Oligodendrocytes
Endothelial
Pericytes
Microglia
Microglia
PVM
PVM
L23_IT
L45_IT
Astrocytes
L5_IT
L6_IT_Car3
Astrocytes
Endothelial
L5_PT
Pericytes
Astrocytes
L45_IT
L45_IT
OPC
L23_IT
L23_IT
L5_IT
Astrocytes
L45_IT
L45_IT
L45_IT
Endothelial
Astrocytes
Astrocytes
L45_IT
L23_IT
Sst
Astrocytes
Lamp5
L45_IT
L23_IT
L6_IT
L45_IT
Pericytes
L23_IT
Microglia
Vip
Endothelial
Microglia
Microglia
L5_IT
L6_IT
L23_IT
L23_IT
L23_IT
Oligodendrocytes
L23_IT
L45_IT
L5_IT
L45_IT
L45_IT
L23_IT
Endothelial
L45_IT
L45_IT
L45_IT
Microglia
Astrocytes
L45_IT
VLMC
L23_IT
SMC
Astrocytes
OPC
L23_IT
OPC
Sst
Endothelial
L5_IT
Pvalb
L23_IT
Vip
L5_IT
Oligodendrocytes
L45_IT
L5_IT
L5_IT
SMC
L45_IT
Microglia
L45_IT
L45_IT
Pericytes
L45_IT
Astrocytes
L5_IT
L23_IT
L45_IT
Endothelial
Pericytes
L23_IT
L45_IT
L45_IT
L45_IT
L23_IT
L23_IT
L5_PT
L56_NP
L45_IT
Pvalb
Pvalb
L5_PT
Astrocytes
Lamp5
Astrocytes
L23_IT
L23_IT
OPC
Astrocytes
L45_IT
L23_IT
VLMC
Endothelial
L23_IT
L45_IT
L45_IT
L45_IT
Astrocytes
L5_PT
OPC
Endothelial
Vip
Astrocytes
L45_IT
L6_IT
Endothelial
Pericytes
Pvalb
Astrocytes
L45_IT
Sst
L5_IT
L45_IT
Sst
Endothelial
OPC
L45_IT
Endothelial
L5_IT
Pericytes
Endothelial
L45_IT
L23_IT
L45_IT
L23_IT
L23_IT
L6_IT
L23_IT
L45_IT
L56_NP
Endothelial
L5_IT
Astrocytes
L45_IT
Endothelial
L5_IT
L45_IT
L45_IT
L45_IT
Astrocytes
L23_IT
L23_IT
L23_IT
L23_IT
Pericytes
L5_IT
L5_IT
Pvalb
Endothelial
L23_IT
L5_IT
L45_IT
Astrocytes
L45_IT
SMC
L5_IT
Pericytes
L23_IT
Pericytes
L45_IT
L23_IT
L23_IT
L23_IT
L45_IT
L56_NP
Astrocytes
L45_IT
OPC
Sncg
SMC
Vip
L45_IT
L23_IT
Endothelial
L23_IT
L45_IT
L45_IT
Pericytes
SMC
L45_IT
L23_IT
Astrocytes
L5_IT
Pvalb
Pericytes
L5_IT
Endothelial
L56_NP
Pericytes
L23_IT
L45_IT
Astrocytes
L45_IT
L5_IT
Astrocytes
Vip
L5_IT
L45_IT
Microglia
L5_IT
L5_PT
Endothelial
L23_IT
L23_IT
L23_IT
Endothelial
L45_IT
L6b
L23_IT
VLMC
Lamp5
Astrocytes
L23_IT
Pericytes
L45_IT
Pvalb
L45_IT
L45_IT
L23_IT
L23_IT
L45_IT
L23_IT
L23_IT
Oligodendrocytes
Endothelial
L5_IT
OPC
Astrocytes
L23_IT
L23_IT
Lamp5
SMC
L23_IT
L23_IT
L23_IT
L5_IT
Pvalb
L45_IT
VLMC
Astrocytes
