subclass
Endothelial
L5_IT
Astrocytes
Astrocytes
L45_IT
Oligodendrocytes
Astrocytes
Endothelial
L23_IT
Astrocytes
L23_IT
L23_IT
Oligodendrocytes
L6_CT
Sst
L5_IT
OPC
OPC
SMC
Oligodendrocytes
L45_IT
Pericytes
L45_IT
L5_IT
L23_IT
L6_CT
SMC
L45_IT
Sst
L45_IT
Microglia
Pvalb
L6_CT
L6_CT
L23_IT
Astrocytes
L45_IT
L6_CT
Astrocytes
L6_CT
L23_IT
L6_CT
other
L6_IT
Astrocytes
L6_CT
Oligodendrocytes
L6_CT
PVM
L6_IT
OPC
VLMC
Oligodendrocytes
L23_IT
Endothelial
PVM
Endothelial
L6_IT
Astrocytes
L6b
L6b
Oligodendrocytes
Oligodendrocytes
L6_CT
L5_IT
L23_IT
L23_IT
Microglia
Oligodendrocytes
Oligodendrocytes
L6_IT
Endothelial
Pvalb
L23_IT
L45_IT
SMC
L6_CT
Oligodendrocytes
Lamp5
L23_IT
Astrocytes
Endothelial
L5_IT
OPC
Oligodendrocytes
Endothelial
L45_IT
Microglia
Endothelial
L6_IT
OPC
PVM
Astrocytes
L6_CT
L6_CT
L56_NP
L6_CT
L23_IT
L5_PT
Endothelial
Astrocytes
Microglia
Endothelial
L6b
L6_IT
Astrocytes
OPC
Astrocytes
Pvalb
L45_IT
L6_IT
Endothelial
Oligodendrocytes
Microglia
Oligodendrocytes
L5_PT
L6_CT
Microglia
L6_IT
Pvalb
L6_CT
L6b
Sst
L6_CT
L23_IT
Astrocytes
Oligodendrocytes
Oligodendrocytes
L45_IT
L45_IT
Pericytes
VLMC
L23_IT
L56_NP
Astrocytes
Oligodendrocytes
L23_IT
Astrocytes
Pericytes
L23_IT
L5_PT
PVM
L6b
L6_CT
Endothelial
VLMC
L23_IT
Oligodendrocytes
Oligodendrocytes
L45_IT
L6_CT
OPC
L6_IT
L23_IT
Oligodendrocytes
L45_IT
L6_CT
L5_IT
L23_IT
Vip
Microglia
Endothelial
L45_IT
L23_IT
SMC
VLMC
L45_IT
Pvalb
Oligodendrocytes
Oligodendrocytes
L23_IT
L45_IT
L45_IT
L23_IT
L6b
L23_IT
VLMC
OPC
L5_IT
Oligodendrocytes
Astrocytes
L5_IT
L6b
Endothelial
Pvalb
Endothelial
Oligodendrocytes
L23_IT
L23_IT
Pericytes
L5_IT
L23_IT
L23_IT
Endothelial
L23_IT
Pvalb
L23_IT
Oligodendrocytes
L6_CT
Astrocytes
L6_CT
OPC
L23_IT
L45_IT
L6_IT
Astrocytes
L23_IT
Sst
L23_IT
L5_PT
PVM
Pericytes
L6_CT
L6_CT
L23_IT
Pericytes
Oligodendrocytes
