subclass
SMC
Microglia
Endothelial
L23_IT
L6b
L23_IT
L6_CT
L45_IT
Pericytes
L5_IT
PVM
L23_IT
Vip
Astrocytes
Endothelial
L5_IT
Endothelial
Pvalb
OPC
L45_IT
L5_IT
L23_IT
L45_IT
Endothelial
L23_IT
Pericytes
L45_IT
L6_IT
L6_CT
L45_IT
L45_IT
Oligodendrocytes
Astrocytes
Astrocytes
Oligodendrocytes
L6_IT
Oligodendrocytes
L5_IT
L45_IT
L5_IT
L45_IT
Endothelial
L6_IT
L45_IT
Oligodendrocytes
L5_IT
L5_IT
L5_IT
Pvalb
L23_IT
Astrocytes
Microglia
L6_IT
L5_IT
L6_CT
L6_CT
L5_IT
Oligodendrocytes
L5_IT
Oligodendrocytes
Pericytes
L23_IT
Microglia
Oligodendrocytes
Lamp5
L5_PT
L5_IT
Oligodendrocytes
Endothelial
other
Endothelial
Astrocytes
Endothelial
L5_IT
L23_IT
L6_IT
Astrocytes
VLMC
L45_IT
L6b
L6_CT
Endothelial
L23_IT
Astrocytes
L6_CT
L45_IT
Astrocytes
L6_CT
L6_IT
L6_IT
L6_CT
Sst
L6_CT
Oligodendrocytes
Astrocytes
Microglia
L6_IT
Oligodendrocytes
L5_PT
L45_IT
L23_IT
Oligodendrocytes
Endothelial
Microglia
L45_IT
SMC
L6_CT
L45_IT
L45_IT
Oligodendrocytes
Endothelial
L45_IT
Oligodendrocytes
Astrocytes
Astrocytes
Pvalb
other
L23_IT
L23_IT
Astrocytes
L5_IT
VLMC
L45_IT
Astrocytes
L6_IT
Astrocytes
L5_IT
L5_IT
L45_IT
Pvalb
L6_IT
L6_CT
Oligodendrocytes
Microglia
Astrocytes
L45_IT
Astrocytes
L6_CT
L45_IT
L6_IT_Car3
other
Sst
L5_PT
L45_IT
L56_NP
L6_IT
L23_IT
L45_IT
L6_CT
Endothelial
Endothelial
Pericytes
L23_IT
Endothelial
Pvalb
L23_IT
L6_IT
Vip
Endothelial
L45_IT
L6_CT
L5_IT
Astrocytes
Astrocytes
L5_IT
Endothelial
L5_IT
L6_CT
L23_IT
Microglia
Pericytes
Pericytes
Pvalb
Microglia
L45_IT
VLMC
L5_PT
PVM
Microglia
Endothelial
Endothelial
L23_IT
Oligodendrocytes
L6_CT
L45_IT
L45_IT
Astrocytes
L5_IT
L23_IT
PVM
L6_CT
L5_IT
L6_CT
Oligodendrocytes
Astrocytes
Oligodendrocytes
Astrocytes
L45_IT
L45_IT
L5_IT
Endothelial
L56_NP
L5_IT
Astrocytes
L23_IT
L5_IT
PVM
SMC
L23_IT
L6_CT
L45_IT
Endothelial
Sst
L5_PT
Astrocytes
L45_IT
L6_CT
L5_PT
L5_IT
L5_IT
other
L56_NP
VLMC
L45_IT
L45_IT
Astrocytes
L23_IT
L6_CT
L6_CT
L45_IT
PVM
L23_IT
L45_IT
L45_IT
OPC
L23_IT
other
L45_IT
VLMC
L45_IT
Microglia
SMC
Endothelial
Endothelial
L23_IT
L45_IT
Endothelial
L5_IT
Sst
L6_CT
L5_PT
Endothelial
L23_IT
L56_NP
L5_PT
L23_IT
OPC
Pvalb
L5_IT
Pericytes
Pvalb
Endothelial
SMC
Oligodendrocytes
Astrocytes
L45_IT
Astrocytes
L5_IT
L45_IT
L6_IT
OPC
L6_CT
SMC
Pericytes
L5_IT
Endothelial
L45_IT
L23_IT
L23_IT
L23_IT
L23_IT
L6_IT
L6_CT
Endothelial
Endothelial
Astrocytes
L45_IT
L6_IT_Car3
L6_CT
L45_IT
Pvalb
L6_CT
L6_CT
Pvalb
L6_IT
L6_CT
L5_PT
L5_PT
Endothelial
Oligodendrocytes
Sst
Microglia
L23_IT
Endothelial
L23_IT
L23_IT
Endothelial
L6_IT
L6_IT
L45_IT
Astrocytes
Astrocytes
Astrocytes
L6_CT
L23_IT
Astrocytes
Endothelial
Oligodendrocytes
L45_IT
L23_IT
L6_CT
L45_IT
L45_IT
VLMC
Oligodendrocytes
L5_IT
Astrocytes
L6_IT
L23_IT
Astrocytes
Astrocytes
Oligodendrocytes
L5_PT
L5_PT
L23_IT
Astrocytes
L6_CT
Vip
L6_IT
Microglia
Endothelial
other
Pvalb
Oligodendrocytes
L6_CT
L6_CT
L45_IT
Microglia
L45_IT
L6_IT
Pericytes
L23_IT
L6_IT
L45_IT
Endothelial
L23_IT
L5_IT
L23_IT
L23_IT
Endothelial
L6_IT
L23_IT
Microglia
Oligodendrocytes
L23_IT
L23_IT
Sst
L6_CT
L23_IT
Pericytes
Endothelial
L5_IT
L6_IT
Oligodendrocytes
L6b
Sst
L5_PT
L5_IT
Oligodendrocytes
VLMC
L5_PT
L5_IT
L23_IT
L45_IT
Oligodendrocytes
Vip
PVM
L23_IT
Microglia
L5_IT
Oligodendrocytes
L23_IT
Oligodendrocytes
L23_IT
L5_IT
Oligodendrocytes
L5_IT
L45_IT
L6_IT
L6_CT
Vip
Oligodendrocytes
Oligodendrocytes
L23_IT
Endothelial
Astrocytes
L5_IT
L45_IT
Oligodendrocytes
SMC
SMC
L6_CT
L6_IT
L6_CT
PVM
L45_IT
Astrocytes
SMC
L23_IT
L6_IT
L23_IT
Endothelial
L6_IT
L23_IT
L23_IT
Vip
L45_IT
Oligodendrocytes
L23_IT
Endothelial
Pvalb
Vip
Endothelial
Endothelial
Endothelial
L23_IT
SMC
Sst
L6_CT
Oligodendrocytes
L45_IT
L23_IT
L6_IT
Oligodendrocytes
L5_IT
L6_CT
Pericytes
L6_IT
Microglia
L23_IT
OPC
Oligodendrocytes
L45_IT
L6_CT
L5_PT
Endothelial
L6_IT
L5_IT
PVM
PVM
Astrocytes
OPC
L6_IT
L6_CT
L23_IT
L23_IT
L5_IT
SMC
L6b
Astrocytes
Astrocytes
Microglia
Vip
Oligodendrocytes
L5_IT
L45_IT
L23_IT
Oligodendrocytes
Oligodendrocytes
L6_IT
L5_IT
Astrocytes
VLMC
L23_IT
Astrocytes
VLMC
L45_IT
L23_IT
Microglia
L5_PT
L45_IT
L23_IT
Endothelial
OPC
Astrocytes
Astrocytes
Endothelial
L6_CT
Oligodendrocytes
Astrocytes
Microglia
L6_CT
L45_IT
L6_CT
Endothelial
Oligodendrocytes
L6_IT
Microglia
Microglia
SMC
L5_IT
Astrocytes
L6_IT
Oligodendrocytes
L23_IT
L45_IT
L45_IT
L6_IT
L45_IT
L23_IT
Astrocytes
L6_IT
Oligodendrocytes
L5_IT
Oligodendrocytes
PVM
Oligodendrocytes
L5_IT
L45_IT
L6_CT
Pvalb
Endothelial
OPC
Microglia
Astrocytes
L45_IT
Oligodendrocytes
SMC
L5_IT
Endothelial
Endothelial
Astrocytes
L6_CT
Astrocytes
L6_IT
L5_IT
L6_CT
L45_IT
PVM
Astrocytes
Oligodendrocytes
OPC
Astrocytes
SMC
L5_IT
Endothelial
L6b
L6_CT
L45_IT
L6_IT
L23_IT
L45_IT
L5_IT
L23_IT
Microglia
Pvalb
Sst
Astrocytes
Endothelial
L45_IT
Astrocytes
Oligodendrocytes
L6_CT
Oligodendrocytes
Endothelial
VLMC
Endothelial
L5_IT
Oligodendrocytes
Oligodendrocytes
Astrocytes
PVM
Endothelial
Pericytes
L23_IT
Sst
L5_IT
SMC
Endothelial
L5_IT
PVM
L6_CT
L6_IT
Sst
Sst_Chodl
L45_IT
L45_IT
SMC
Pvalb
L6_IT
L23_IT
L6_IT
OPC
L45_IT
Endothelial
L45_IT
Endothelial
L6_CT
L6_CT
Endothelial
Oligodendrocytes
Microglia
Endothelial
Endothelial
Oligodendrocytes
L6_CT
L5_IT
L23_IT
L6_IT
L6_CT
L5_IT
L23_IT
Vip
Endothelial
L6_IT_Car3
Pericytes
Pericytes
Oligodendrocytes
VLMC
L23_IT
PVM
Microglia
Endothelial
L6b
Endothelial
L23_IT
L5_IT
L23_IT
Lamp5
Endothelial
PVM
Microglia
OPC
L5_IT
L45_IT
Astrocytes
VLMC
L6_CT
L23_IT
L23_IT
Microglia
L5_IT
L6_CT
L6_CT
VLMC
Pvalb
Endothelial
L6_CT
Oligodendrocytes
L6_CT
Oligodendrocytes
L45_IT
L5_IT
Astrocytes
L5_IT
Astrocytes
Oligodendrocytes
L45_IT
Pvalb
Pvalb
Endothelial
Astrocytes
L5_PT
OPC
L6_CT
L45_IT
L45_IT
L45_IT
Endothelial
OPC
L45_IT
Endothelial
Endothelial
Pvalb
Oligodendrocytes
Oligodendrocytes
L6_CT
Microglia
OPC
L6_CT
L23_IT
Astrocytes
Pericytes
L6_CT
Pvalb
Endothelial
L23_IT
L23_IT
L23_IT
L23_IT
L6_IT
Endothelial
L45_IT
L23_IT
Microglia
PVM
Oligodendrocytes
L56_NP
L6_IT
Astrocytes
Astrocytes
L23_IT
L23_IT
L6_IT
Endothelial
Endothelial
L5_PT
Lamp5
Oligodendrocytes
L6_CT
L45_IT
PVM
L6_IT
L45_IT
Endothelial
L23_IT
L6_CT
L45_IT
L5_IT
L23_IT
L45_IT
OPC
L5_IT
Pvalb
L23_IT
Oligodendrocytes
L23_IT
L5_PT
L23_IT
Oligodendrocytes
PVM
Oligodendrocytes
L5_IT
L5_PT
Pvalb
L6_CT
L23_IT
VLMC
Endothelial
L6_IT_Car3
L6_CT
Astrocytes
L6_IT
Astrocytes
Endothelial
VLMC
L23_IT
L6_IT
L5_IT
L5_PT
L6_IT
L45_IT
Pvalb
Endothelial
L45_IT
L6_IT
Astrocytes
Oligodendrocytes
L6_IT
L5_IT
L5_IT
L6b
Endothelial
L6_CT
L5_IT
L6_IT
L6_IT
L6_CT
L5_IT
Endothelial
L5_IT
L23_IT
L5_IT
L6_CT
L45_IT
Pericytes
Microglia
PVM
L45_IT
Oligodendrocytes
L23_IT
OPC
L5_IT
L45_IT
L6_CT
L5_PT
L6_CT
OPC
L6_IT
Lamp5
L5_IT
L23_IT
L23_IT
L6_IT
L23_IT
L5_IT
L45_IT
OPC
SMC
OPC
other
L23_IT
Oligodendrocytes
Astrocytes
L23_IT
L23_IT
L5_IT
L5_PT
Astrocytes
L6_IT
L5_IT
L23_IT
L6_IT
L6_CT
L45_IT
L45_IT
L23_IT
Oligodendrocytes
L6_CT
L45_IT
L5_IT
L45_IT
L6_CT
VLMC
L6_CT
L45_IT
L23_IT
Astrocytes
L45_IT
VLMC
Endothelial
Microglia
Endothelial
L45_IT
Pericytes
L5_IT
L23_IT
L5_IT
L45_IT
Oligodendrocytes
L6_IT
L6_CT
Endothelial
Oligodendrocytes
Microglia
L6_CT
Pericytes
Pvalb
L23_IT
L23_IT
Astrocytes
Astrocytes
L6_IT
L6_IT
Astrocytes
Vip
L45_IT
L23_IT
PVM
L6_CT
L23_IT
Pvalb
L56_NP
L5_IT
L5_IT
L45_IT
VLMC
L45_IT
L23_IT
L45_IT
Astrocytes
L23_IT
L5_IT
L6_CT
L23_IT
L6_CT
L45_IT
Endothelial
L5_IT
Pericytes
SMC
OPC
Astrocytes
Astrocytes
Astrocytes
L6_CT
L5_IT
Sst
L6_IT
Microglia
Microglia
L45_IT
SMC
L45_IT
L6_CT
L6_CT
L23_IT
L6b
L5_IT
L45_IT
VLMC
L6_CT
Sst
OPC
L6_IT
L23_IT
VLMC
Endothelial
Pvalb
L56_NP
L5_IT
L5_PT
L23_IT
Pvalb
Sst
Endothelial
L45_IT
Pericytes
L6_CT
Astrocytes
Sst
L5_IT
L6_CT
Oligodendrocytes
L45_IT
Astrocytes
Endothelial
L45_IT
Endothelial
L45_IT
Oligodendrocytes
L23_IT
L6b
L5_IT
L5_IT
L6_IT
Oligodendrocytes
Pvalb
L5_IT
Endothelial
L5_IT
L6_IT_Car3
Pericytes
L45_IT
Sst
L6_IT
L6_CT
Oligodendrocytes
L5_IT
Oligodendrocytes
PVM
Endothelial
Astrocytes
L5_IT
Astrocytes
L6_IT
L6_CT
L5_IT
L6_IT
L23_IT
Endothelial
Vip
Endothelial
Endothelial
Pvalb
L23_IT
Oligodendrocytes
L6_CT
L45_IT
Astrocytes
L56_NP
L45_IT
Microglia
Microglia
L5_IT
Astrocytes
PVM
L45_IT
L45_IT
L5_IT
L6_IT
L6_CT
L23_IT
L45_IT
Oligodendrocytes
L23_IT
Vip
Oligodendrocytes
Astrocytes
L45_IT
SMC
L6_CT
L5_IT
Oligodendrocytes
L5_IT
Pericytes
L5_IT
Microglia
OPC
Endothelial
L5_IT
L6_CT
L45_IT
Lamp5
Sst
Pericytes
Pvalb
L45_IT
L45_IT
Astrocytes
L5_IT
L45_IT
Endothelial
L5_IT
Oligodendrocytes
L23_IT
Microglia
L5_IT
Endothelial
L6_CT
L23_IT
PVM
Oligodendrocytes
Oligodendrocytes
Endothelial
L23_IT
PVM
other
Astrocytes
VLMC
Astrocytes
Pvalb
L6_CT
L5_PT
L45_IT
OPC
L5_IT
L45_IT
L5_PT
L6b
L45_IT
Astrocytes
Endothelial
L23_IT
L45_IT
L45_IT
L6_IT_Car3
OPC
L6_IT
Endothelial
L45_IT
L5_IT
Lamp5
Pericytes
L23_IT
Astrocytes
OPC
OPC
L45_IT
Astrocytes
L45_IT
L5_IT
Pericytes
L23_IT
L6_IT
L6_IT
L45_IT
Microglia
L5_PT
L6_IT
VLMC
Pericytes
L45_IT
Microglia
L23_IT
L23_IT
Pericytes
L23_IT
Oligodendrocytes
L23_IT
other
Sst
Oligodendrocytes
L6_CT
L6_CT
Astrocytes
L23_IT
L5_IT
L6_CT
Microglia
other
Endothelial
L6b
Microglia
L23_IT
L45_IT
SMC
L23_IT
L23_IT
Microglia
L23_IT
Pvalb
Astrocytes
L23_IT
L45_IT
L23_IT
L6_CT
L23_IT
Oligodendrocytes
OPC
L23_IT
Pvalb
Vip
L23_IT
Vip
Astrocytes
Oligodendrocytes
Pvalb
L6_IT
L45_IT
Astrocytes
Astrocytes
PVM
Lamp5
Astrocytes
Endothelial
Astrocytes
Microglia
L45_IT
L23_IT
Astrocytes
L6_CT
Endothelial
VLMC
L5_IT
Pvalb
Pvalb
L5_IT
Oligodendrocytes
Oligodendrocytes
L45_IT
Endothelial
L23_IT
L56_NP
L23_IT
Microglia
L45_IT
L6_CT
Oligodendrocytes
VLMC
Sst
L5_IT
L45_IT
Endothelial
Astrocytes
Pvalb
L23_IT
Oligodendrocytes
Oligodendrocytes
Endothelial
L23_IT
L6_CT
L23_IT
L23_IT
Oligodendrocytes
L6_CT
L45_IT
L23_IT
SMC
L5_IT
L23_IT
L6_IT
L45_IT
Endothelial
L6_IT
L23_IT
L6_CT
Sncg
Microglia
L6_IT
L6_CT
Endothelial
Oligodendrocytes
Astrocytes
Pericytes
L45_IT
Endothelial
SMC
other
Microglia
Pvalb
Astrocytes
L45_IT
L23_IT
L5_PT
L45_IT
L45_IT
Pvalb
L6_IT
L6_CT
Oligodendrocytes
L23_IT
L23_IT
L5_PT
L6_IT
Microglia
L6_CT
Astrocytes
Sst
Endothelial
L23_IT
L45_IT
VLMC
L5_PT
L45_IT
L6_CT
PVM
Oligodendrocytes
L6b
