subclass
PVM
Astrocytes
Pvalb
OPC
L6_CT
Astrocytes
L23_IT
Astrocytes
Sst
Endothelial
Oligodendrocytes
L23_IT
L23_IT
Endothelial
L6_IT
L23_IT
Endothelial
L6_IT
Astrocytes
L23_IT
L5_PT
L5_IT
L6_CT
OPC
L23_IT
L6_CT
L6_IT_Car3
Astrocytes
L5_IT
L23_IT
L56_NP
L45_IT
L6_IT
L5_IT
VLMC
L6_CT
L23_IT
PVM
L23_IT
L23_IT
Endothelial
Pericytes
L23_IT
L6_IT_Car3
Pvalb
L45_IT
Endothelial
Microglia
L45_IT
Oligodendrocytes
Lamp5
Pvalb
L45_IT
Endothelial
OPC
Oligodendrocytes
L5_IT
L6_IT_Car3
L6_CT
Pericytes
L5_IT
L23_IT
L6_CT
L5_IT
L45_IT
L6_CT
L23_IT
Microglia
Microglia
L6_IT
Pvalb
L45_IT
L6_CT
L5_IT
L5_PT
L6_IT
Microglia
L6b
L6_IT
L23_IT
L6_IT
Pvalb
Oligodendrocytes
Astrocytes
Pvalb
L5_IT
Oligodendrocytes
PVM
L6_IT
Endothelial
L45_IT
Endothelial
L45_IT
Microglia
L6_CT
Endothelial
L45_IT
L23_IT
L6_IT_Car3
L45_IT
Pvalb
Oligodendrocytes
L23_IT
Lamp5
Lamp5
L5_PT
Oligodendrocytes
L23_IT
SMC
L23_IT
L23_IT
VLMC
Astrocytes
L6_IT
Oligodendrocytes
L45_IT
L6_IT
L6_IT
L23_IT
L6_CT
L45_IT
L6b
L45_IT
Endothelial
Sst
PVM
Pericytes
L6_IT
L23_IT
OPC
Endothelial
Endothelial
L23_IT
Oligodendrocytes
L6_CT
L6_CT
L23_IT
L23_IT
Astrocytes
L5_PT
Oligodendrocytes
Astrocytes
Astrocytes
L45_IT
L45_IT
PVM
Sst
L5_PT
L45_IT
Pericytes
L6_IT
L45_IT
L45_IT
L6b
L6_IT_Car3
Endothelial
Oligodendrocytes
L6_CT
L45_IT
L6_IT
L23_IT
SMC
L5_PT
L23_IT
L5_IT
L45_IT
L23_IT
L6_IT
Microglia
Endothelial
L23_IT
VLMC
Pvalb
PVM
L6_CT
L5_IT
Astrocytes
Astrocytes
L6_IT_Car3
Astrocytes
Oligodendrocytes
L23_IT
L23_IT
L6_IT
SMC
Astrocytes
L6_CT
L23_IT
L5_IT
L6_CT
Astrocytes
L23_IT
Oligodendrocytes
L5_IT
Oligodendrocytes
L6_IT
Pericytes
L6_IT
Pvalb
Astrocytes
Endothelial
L6_CT
Sst
VLMC
L23_IT
L5_IT
Astrocytes
Microglia
OPC
Astrocytes
Astrocytes
L23_IT
Vip
L45_IT
L23_IT
Astrocytes
OPC
L6_IT
OPC
L6_CT
L45_IT
L6_CT
L23_IT
Vip
L6_CT
OPC
Astrocytes
Pericytes
Astrocytes
Microglia
L5_PT
L6_CT
L23_IT
L5_IT
L23_IT
L6_IT
L5_IT
L23_IT
Astrocytes
L56_NP
L6_CT
L23_IT
L45_IT
L23_IT
Pericytes
L23_IT
Endothelial
L6_CT
Oligodendrocytes
L23_IT
L5_PT
Oligodendrocytes
L23_IT
L5_PT
Oligodendrocytes
Endothelial
L23_IT
L6_IT
L45_IT
L45_IT
L45_IT
L45_IT
L5_IT
Pvalb
Endothelial
Oligodendrocytes
L5_IT
SMC
Astrocytes
Microglia
Oligodendrocytes
L6_IT
Pvalb
Endothelial
VLMC
Oligodendrocytes
Pericytes
L5_IT
Endothelial
Astrocytes
Oligodendrocytes
Oligodendrocytes
L6_IT
Oligodendrocytes
L6_CT
L6_CT
L6_CT
L45_IT
Endothelial
L23_IT
Oligodendrocytes
L5_PT
L45_IT
L56_NP
L6_CT
L5_PT
SMC
L23_IT
L56_NP
L45_IT
L6_IT
L45_IT
L23_IT
VLMC
L56_NP
Astrocytes
Pericytes
Astrocytes
Astrocytes
L6_IT
Oligodendrocytes
PVM
OPC
Endothelial
Endothelial
Vip
Pericytes
L6b
L45_IT
L45_IT
L45_IT
Astrocytes
L5_IT
Pvalb
L5_IT
L45_IT
L45_IT
Endothelial
Astrocytes
L6_IT
L6_IT
L45_IT
L6_IT
L23_IT
L45_IT
Oligodendrocytes
L23_IT
L6_CT
SMC
L5_IT
L6_IT
L45_IT
Astrocytes
L6_IT
SMC
SMC
L5_IT
Oligodendrocytes
L45_IT
L23_IT
Endothelial
Endothelial
L45_IT
Oligodendrocytes
L45_IT
Endothelial
Pericytes
PVM
Endothelial
Sst
Endothelial
L23_IT
L23_IT
L6_CT
L5_PT
L23_IT
L6b
L6_IT
Oligodendrocytes
Oligodendrocytes
L45_IT
OPC
L5_IT
L45_IT
L5_PT
PVM
L56_NP
L6_IT
Endothelial
L6_IT
Oligodendrocytes
Endothelial
L45_IT
Microglia
Endothelial
OPC
L6_CT
Endothelial
Oligodendrocytes
L23_IT
L45_IT
Pericytes
Astrocytes
L5_IT
L5_PT
L23_IT
L6_CT
L5_IT
Oligodendrocytes
L23_IT
Oligodendrocytes
L5_IT
L45_IT
Oligodendrocytes
Microglia
Oligodendrocytes
L6_IT
L5_PT
L45_IT
OPC
L5_IT
L45_IT
L5_PT
Oligodendrocytes
L45_IT
L6_CT
Pvalb
VLMC
Oligodendrocytes
VLMC
L6_IT_Car3
L5_IT
Oligodendrocytes
VLMC
Oligodendrocytes
L6_CT
L23_IT
Astrocytes
OPC
L45_IT
Endothelial
Pvalb
Endothelial
L5_PT
L6b
Pericytes
L23_IT
L6b
L5_IT
L6_CT
Oligodendrocytes
OPC
L6_CT
OPC
L6_IT
Oligodendrocytes
Microglia
L45_IT
L23_IT
Pericytes
L6_CT
L5_PT
Endothelial
L23_IT
Oligodendrocytes
Lamp5
Oligodendrocytes
L5_IT
L5_IT
PVM
Oligodendrocytes
OPC
Sst
L6_CT
L6_CT
L6_CT
Oligodendrocytes
OPC
L6_IT_Car3
L5_IT
L5_IT
Pericytes
L6_IT_Car3
L45_IT
Astrocytes
Astrocytes
Sst
Astrocytes
L6_IT
SMC
L6_IT
L23_IT
L23_IT
L5_IT
L5_IT
Oligodendrocytes
L5_IT
L5_IT
PVM
L56_NP
L6_IT
L6_IT_Car3
L6_IT_Car3
L6_CT
L23_IT
L5_PT
L6_CT
OPC
Endothelial
PVM
Endothelial
L23_IT
L23_IT
Pvalb
L6_IT
Oligodendrocytes
Endothelial
L23_IT
Oligodendrocytes
Oligodendrocytes
L5_IT
L23_IT
L6_IT
L56_NP
L6_IT_Car3
Sst
Oligodendrocytes
Oligodendrocytes
Endothelial
L6_IT
L23_IT
L56_NP
L5_PT
L5_IT
L6_IT
L45_IT
Endothelial
PVM
Astrocytes
L45_IT
L6_IT
L6_CT
Sst
Microglia
Microglia
L23_IT
Endothelial
L6_IT
L23_IT
L6_IT
L6_IT
L23_IT
Astrocytes
Endothelial
L45_IT
L23_IT
Endothelial
L6_CT
Oligodendrocytes
L5_IT
L6_CT
L23_IT
OPC
L23_IT
Pericytes
PVM
PVM
L23_IT
L56_NP
L23_IT
PVM
L23_IT
Pericytes
L6_CT
Pvalb
Sst
PVM
L6_CT
L6_CT
Astrocytes
L23_IT
Pvalb
L23_IT
L5_IT
L5_IT
Endothelial
L5_IT
L6_CT
L23_IT
L23_IT
L5_PT
Endothelial
L23_IT
VLMC
L45_IT
Oligodendrocytes
L45_IT
L6_CT
L23_IT
L45_IT
Astrocytes
Sst
L23_IT
L23_IT
Microglia
PVM
Astrocytes
Astrocytes
VLMC
Astrocytes
L6_CT
Sncg
Oligodendrocytes
L5_IT
L23_IT
L6_CT
Oligodendrocytes
Microglia
L23_IT
Oligodendrocytes
L6_IT_Car3
L5_PT
L45_IT
Pvalb
Oligodendrocytes
L23_IT
Microglia
Endothelial
Oligodendrocytes
L5_IT
L5_IT
Sst
Astrocytes
OPC
Endothelial
OPC
L23_IT
L23_IT
Oligodendrocytes
Astrocytes
Microglia
L23_IT
Endothelial
L6_IT
Microglia
L45_IT
Microglia
Oligodendrocytes
Microglia
Oligodendrocytes
L23_IT
L45_IT
L6_IT
Astrocytes
L6_CT
Endothelial
Pericytes
L23_IT
Oligodendrocytes
Pericytes
Oligodendrocytes
L23_IT
Microglia
L23_IT
SMC
L23_IT
Oligodendrocytes
L45_IT
L23_IT
L23_IT
Pericytes
L6b
L45_IT
OPC
L23_IT
Astrocytes
Endothelial
L23_IT
L23_IT
Oligodendrocytes
Pvalb
L23_IT
L6_CT
Astrocytes
L23_IT
L45_IT
Oligodendrocytes
Lamp5
Endothelial
Oligodendrocytes
L6_CT
L5_IT
Oligodendrocytes
Endothelial
L6_IT
Oligodendrocytes
L45_IT
Endothelial
Endothelial
OPC
L6_IT
L56_NP
L6_CT
L5_PT
SMC
L5_IT
VLMC
SMC
Pvalb
Endothelial
OPC
L23_IT
VLMC
PVM
L45_IT
Astrocytes
Astrocytes
Astrocytes
L23_IT
Endothelial
L23_IT
Pericytes
Oligodendrocytes
L45_IT
Oligodendrocytes
Endothelial
Pvalb
PVM
Pericytes
Microglia
L6_IT
L45_IT
Oligodendrocytes
L56_NP
L5_IT
L23_IT
OPC
VLMC
L45_IT
L45_IT
L56_NP
L23_IT
L23_IT
L45_IT
Pericytes
L45_IT
Oligodendrocytes
Endothelial
L45_IT
Oligodendrocytes
L6_IT
L23_IT
L5_IT
L45_IT
Sst
SMC
L6_IT
Pvalb
Oligodendrocytes
L45_IT
L6_IT
L23_IT
L6_CT
L6_CT
L5_IT
L5_PT
L5_PT
Oligodendrocytes
L45_IT
L23_IT
Endothelial
Astrocytes
Endothelial
Astrocytes
Oligodendrocytes
Astrocytes
Pericytes
Oligodendrocytes
L23_IT
Pericytes
Endothelial
L5_PT
L5_IT
L6_IT
Pvalb
L6_IT
PVM
Endothelial
L5_IT
Endothelial
Pvalb
L45_IT
Endothelial
L6_CT
L45_IT
Astrocytes
L23_IT
L5_IT
Oligodendrocytes
Oligodendrocytes
L6_CT
Microglia
Astrocytes
L23_IT
VLMC
Oligodendrocytes
L6_CT
L5_IT
L5_IT
Sst
Endothelial
L45_IT
L45_IT
other
L6_IT
L45_IT
L6_IT_Car3
Microglia
L5_PT
L5_IT
Oligodendrocytes
Oligodendrocytes
L45_IT
L45_IT
Endothelial
Astrocytes
L5_IT
Astrocytes
L6_IT
L6_CT
Oligodendrocytes
L5_PT
Astrocytes
Astrocytes
Astrocytes
L45_IT
OPC
L5_IT
Endothelial
L6_CT
L6_IT
Oligodendrocytes
L6_CT
L6_CT
Astrocytes
Astrocytes
L45_IT
SMC
Sst
Lamp5
L23_IT
L5_PT
Endothelial
L5_IT
L45_IT
L23_IT
Endothelial
L45_IT
Endothelial
L23_IT
Oligodendrocytes
Endothelial
L45_IT
L5_IT
L5_IT
L45_IT
L23_IT
L6_CT
L6_IT
Oligodendrocytes
L45_IT
L5_IT
Oligodendrocytes
Oligodendrocytes
L6_CT
L6_CT
L45_IT
L6_CT
L6_CT
L6_CT
L45_IT
L23_IT
L6_CT
L5_PT
L5_PT
L23_IT
L45_IT
Endothelial
L23_IT
Lamp5
Oligodendrocytes
Lamp5
Pericytes
Pvalb
L6_IT
L23_IT
Pericytes
L23_IT
Microglia
Microglia
Sst
L6_CT
L45_IT
Oligodendrocytes
Astrocytes
Lamp5
L5_IT
L45_IT
L45_IT
L45_IT
Oligodendrocytes
Microglia
Pericytes
L23_IT
L23_IT
SMC
L56_NP
L6_CT
L6b
L23_IT
L6_CT
L45_IT
Pvalb
L23_IT
OPC
L23_IT
L45_IT
L6_CT
L6_CT
L5_IT
L6_IT
Oligodendrocytes
L6b
L45_IT
Endothelial
Astrocytes
L45_IT
L23_IT
Oligodendrocytes
L45_IT
L6_IT
Endothelial
L23_IT
L45_IT
Oligodendrocytes
L45_IT
SMC
Pvalb
Astrocytes
PVM
L23_IT
VLMC
Pericytes
Microglia
Endothelial
L23_IT
Endothelial
SMC
L23_IT
Vip
Pvalb
L6_CT
L6_IT
L23_IT
Astrocytes
OPC
L23_IT
Vip
L45_IT
L6_IT
Astrocytes
L5_IT
L45_IT
L5_IT
L6_IT
L5_IT
OPC
Pvalb
L23_IT
L6_IT
L5_IT
L45_IT
Lamp5
L45_IT
L23_IT
L5_IT
Pericytes
L23_IT
Endothelial
Endothelial
L56_NP
Endothelial
L6b
Oligodendrocytes
Pericytes
L23_IT
Astrocytes
Astrocytes
Oligodendrocytes
L5_PT
Astrocytes
Astrocytes
L56_NP
L23_IT
L45_IT
Endothelial
Pericytes
L45_IT
L45_IT
L56_NP
L6_CT
Astrocytes
Astrocytes
L6_CT
L6_CT
L45_IT
OPC
Endothelial
Pericytes
L23_IT
Astrocytes
Oligodendrocytes
L45_IT
L56_NP
L23_IT
Endothelial
Astrocytes
L6_CT
L6_CT
Sst
L6_CT
L23_IT
Microglia
L45_IT
L45_IT
Microglia
Microglia
L45_IT
L23_IT
Astrocytes
PVM
L45_IT
Oligodendrocytes
L5_IT
Microglia
L6_CT
Pericytes
Endothelial
L5_IT
Endothelial
PVM
L6_IT_Car3
Endothelial
L45_IT
Astrocytes
L5_PT
Oligodendrocytes
L23_IT
L5_IT
L5_IT
Microglia
L5_PT
L23_IT
Lamp5
L6b
L23_IT
Astrocytes
Pvalb
Endothelial
Astrocytes
SMC
L45_IT
Sst_Chodl
L45_IT
L6_CT
L45_IT
Astrocytes
L23_IT
Sst
L23_IT
L6_IT_Car3
Astrocytes
L6_CT
L23_IT
Microglia
Vip
L45_IT
PVM
L6_CT
L5_PT
OPC
L23_IT
L45_IT
L6_CT
Pvalb
L45_IT
L5_PT
PVM
Endothelial
L23_IT
Pericytes
Oligodendrocytes
L5_IT
Endothelial
L6_IT
Microglia
L45_IT
L23_IT
L5_IT
Astrocytes
Oligodendrocytes
L6_CT
Microglia
L6_CT
L23_IT
L6_CT
Oligodendrocytes
L5_IT
L6_IT
L6_CT
L56_NP
L23_IT
Oligodendrocytes
Pvalb
Oligodendrocytes
L5_PT
Microglia
L5_IT
OPC
L5_PT
Astrocytes
L6b
L23_IT
Astrocytes
L45_IT
L23_IT
PVM
Astrocytes
Endothelial
L23_IT
Astrocytes
L23_IT
Oligodendrocytes
Astrocytes
L5_PT
L6_IT
L45_IT
L45_IT
L6b
L23_IT
L23_IT
L45_IT
L45_IT
L45_IT
L5_IT
L45_IT
L5_IT
L45_IT
Microglia
L6_CT
L6_IT_Car3
L23_IT
Oligodendrocytes
VLMC
L6_IT
L6_IT
L45_IT
Sst
L5_IT
Vip
L23_IT
Endothelial
Pericytes
L45_IT
other
L45_IT
L23_IT
Astrocytes
L5_IT
Sst
L6_CT
Endothelial
L5_IT
L23_IT
L45_IT
Microglia
Pvalb
Lamp5
PVM
Sst
L6_CT
L6_CT
Oligodendrocytes
L5_IT
L5_IT
L23_IT
Oligodendrocytes
L6_CT
L6_CT
L45_IT
Oligodendrocytes
Endothelial
PVM
L45_IT
Astrocytes
Oligodendrocytes
OPC
Endothelial
L6_IT
L45_IT
L23_IT
L5_IT
L5_IT
Endothelial
L6_CT
Pvalb
L23_IT
L6_IT
L23_IT
L23_IT
PVM
Microglia
L23_IT
Oligodendrocytes
L5_PT
Astrocytes
Astrocytes
L45_IT
L23_IT
L23_IT
L45_IT
Endothelial
L6_CT
OPC
L5_PT
L6_IT
L6_CT
L6_CT
Oligodendrocytes
L23_IT
L5_IT
L5_PT
L5_IT
Oligodendrocytes
L23_IT
Pericytes
L5_PT
L23_IT
Oligodendrocytes
Endothelial
Oligodendrocytes
Astrocytes
L6_IT
L6_IT
OPC
L23_IT
L45_IT
Oligodendrocytes
L23_IT
Pericytes
L6_CT
L23_IT
L23_IT
Astrocytes
L5_IT
L5_IT
Lamp5
Oligodendrocytes
Endothelial
Endothelial
L23_IT
L6_IT
L6b
PVM
Microglia
L5_IT
L45_IT
Astrocytes
L45_IT
L45_IT
L45_IT
L5_IT
L6_CT
Astrocytes
Endothelial
L45_IT
L45_IT
Astrocytes
Endothelial
L5_IT
L5_IT
Pvalb
L6_IT
Lamp5
L45_IT
Oligodendrocytes
L5_IT
Microglia
L45_IT
L45_IT
L45_IT
L56_NP
L5_IT
L6_CT
L45_IT
L6_IT
L23_IT
L45_IT
L23_IT
L23_IT
OPC
L23_IT
L5_PT
L45_IT
L23_IT
Oligodendrocytes
Pericytes
L5_PT
L23_IT
Pvalb
PVM
Sst
L45_IT
L45_IT
L5_PT
Sst
L6_IT
L6_CT
L45_IT
L6_CT
L23_IT
L6_IT
L45_IT
Astrocytes
L45_IT
L45_IT
Endothelial
L5_PT
L6_IT
L6_CT
Microglia
L6_IT
Astrocytes
Endothelial
Pvalb
L5_PT
Sst
L5_IT
L23_IT
L23_IT
L23_IT
Endothelial
Pericytes
L56_NP
L6_IT_Car3
L6_CT
L5_IT
Pvalb
L23_IT
L45_IT
L45_IT
L5_IT
L45_IT
L23_IT
L45_IT
L45_IT
Oligodendrocytes
Astrocytes
L23_IT
L6_CT
L45_IT
Oligodendrocytes
L23_IT
L23_IT
Astrocytes
L23_IT
L45_IT
PVM
L45_IT
Oligodendrocytes
L6_CT
L45_IT
Astrocytes
Oligodendrocytes
L23_IT
Endothelial
VLMC
Lamp5
L23_IT
L45_IT
Endothelial
L45_IT
L5_IT
L45_IT
Astrocytes
L23_IT
L5_PT
Microglia
L5_IT
Astrocytes
Oligodendrocytes
Endothelial
Microglia
Endothelial
L45_IT
L45_IT
Pvalb
Oligodendrocytes
L6_CT
Pvalb
Endothelial
Endothelial
Oligodendrocytes
L45_IT
L6_CT
L45_IT
L6_CT
Astrocytes
L5_PT
L45_IT
L45_IT
L6_CT
Oligodendrocytes
Pvalb
L6_CT
L45_IT
L23_IT
L23_IT
L23_IT
L6_IT
Endothelial
Oligodendrocytes
Pvalb
L6_CT
L45_IT
L23_IT
Astrocytes
L45_IT
Oligodendrocytes
L45_IT
other
L45_IT
L6_CT
Astrocytes
L45_IT
L6_CT
VLMC
L5_IT
Oligodendrocytes
OPC
L6_IT
Pericytes
L56_NP
L23_IT
Sst
Astrocytes
Oligodendrocytes
Microglia
L6_IT
L23_IT
Lamp5
L45_IT
Pvalb
OPC
L5_IT
Microglia
Endothelial
Astrocytes
L5_IT
L45_IT
PVM
L6b
L45_IT
L23_IT
Endothelial
L6_IT
L23_IT
L45_IT
L6_CT
Endothelial
Oligodendrocytes
L23_IT
L6_IT
SMC
L5_IT
Sst
L45_IT
Astrocytes
L6b
L45_IT
Oligodendrocytes
Astrocytes
SMC
PVM
L23_IT
VLMC
Endothelial
Lamp5
Oligodendrocytes
Pericytes
L6_IT
L45_IT
L5_IT
Oligodendrocytes
L5_IT
L6b
L23_IT
Astrocytes
L45_IT
Oligodendrocytes
L23_IT
L6_CT
SMC
Oligodendrocytes
Astrocytes
L45_IT
L6_CT
SMC
L45_IT
L5_IT
Pvalb
L23_IT
L23_IT
Sst
L23_IT
SMC
L23_IT
Oligodendrocytes
L45_IT
Oligodendrocytes
Astrocytes
L5_PT
Endothelial
SMC
L45_IT
Vip
Astrocytes
L23_IT
L23_IT
Oligodendrocytes
L5_PT
other
Astrocytes
L6_IT
L23_IT
L23_IT
Endothelial
L45_IT
SMC
Sst
Pericytes
L5_IT
L23_IT
L23_IT
L6_IT
OPC
L6_CT
Astrocytes
L23_IT
Astrocytes
Oligodendrocytes
L23_IT
L23_IT
Oligodendrocytes
L45_IT
Pvalb
L5_PT
OPC
L5_PT
Lamp5
Oligodendrocytes
Astrocytes
other
L23_IT
L23_IT
L23_IT
Sst
Pvalb
L45_IT
Pvalb
Pericytes
L23_IT
L23_IT
L5_IT
L23_IT
L23_IT
Lamp5
PVM
Endothelial
Astrocytes
L5_IT
L5_PT
Oligodendrocytes
Astrocytes
L45_IT
Endothelial
L6_IT
Pvalb
L23_IT
L45_IT
L5_IT
L6_CT
Microglia
Endothelial
L6_IT
L5_IT
Oligodendrocytes
L45_IT
L56_NP
L56_NP
L5_IT
Endothelial
Lamp5
other
Endothelial
L45_IT
L6_CT
Sst
L23_IT
L23_IT
L5_IT
Endothelial
L45_IT
L23_IT
PVM
Sst
L45_IT
L23_IT
Oligodendrocytes
Oligodendrocytes
Endothelial
Oligodendrocytes
L23_IT
Endothelial
L5_PT
L5_IT
Endothelial
Astrocytes
L45_IT
L23_IT
L23_IT
L6_IT
L23_IT
OPC
Astrocytes
L5_IT
L6_IT
L45_IT
Oligodendrocytes
L6_CT
L45_IT
VLMC
Sst
Endothelial
L23_IT
L23_IT
L23_IT
L5_IT
L6_CT
L56_NP
L6_IT
L6_CT
L6_IT
Oligodendrocytes
L45_IT
Lamp5
L23_IT
L23_IT
SMC
L6_IT_Car3
L23_IT
L5_PT
L45_IT
OPC
Astrocytes
L6_IT
L6_IT
L5_PT
L5_IT
L23_IT
L6_CT
L45_IT
L45_IT
L23_IT
L6_IT
Oligodendrocytes
SMC
Astrocytes
L45_IT
Astrocytes
L23_IT
L5_IT
other
Astrocytes
Astrocytes
L45_IT
Endothelial
L45_IT
L6_IT
L6_CT
L45_IT
Sst
Astrocytes
Microglia
L23_IT
L6_CT
Pericytes
L6_CT
OPC
Astrocytes
Astrocytes
L23_IT
L23_IT
Oligodendrocytes
L23_IT
PVM
Endothelial
L23_IT
Pvalb
L6_CT
Sst
L23_IT
Endothelial
L6_CT
PVM
Pericytes
Pvalb
L6_CT
L23_IT
L45_IT
Oligodendrocytes
Pericytes
L6_CT
Astrocytes
L23_IT
Astrocytes
Astrocytes
L23_IT
Astrocytes
Astrocytes
PVM
Astrocytes
Oligodendrocytes
L6_IT
Vip
Oligodendrocytes
Oligodendrocytes
L23_IT
Endothelial
Microglia
Endothelial
Sst
L45_IT
L23_IT
L23_IT
