subclass
L5_PT
L45_IT
other
L6_CT
OPC
L6_CT
Endothelial
L5_PT
Pericytes
L5_IT
L6_CT
Endothelial
L23_IT
L23_IT
L45_IT
Microglia
Pvalb
L23_IT
Astrocytes
Astrocytes
VLMC
Oligodendrocytes
L45_IT
Pericytes
L23_IT
Pericytes
VLMC
Vip
Oligodendrocytes
L45_IT
L45_IT
L6b
Pvalb
L5_IT
Oligodendrocytes
L23_IT
L6_CT
L6_CT
Endothelial
Pericytes
L23_IT
Astrocytes
L23_IT
L45_IT
L45_IT
L6_IT
L6_CT
VLMC
other
L6_IT
L45_IT
L45_IT
Endothelial
Pvalb
Lamp5
Oligodendrocytes
L6_CT
L45_IT
Pericytes
L23_IT
L45_IT
L56_NP
Oligodendrocytes
Oligodendrocytes
L6_CT
L6_CT
L23_IT
L5_PT
Endothelial
Pvalb
Astrocytes
L6_IT_Car3
L6_CT
Sst
L23_IT
Astrocytes
L23_IT
Microglia
Pvalb
Astrocytes
Microglia
L45_IT
Astrocytes
Endothelial
Pvalb
L45_IT
Astrocytes
L6_IT
Oligodendrocytes
L23_IT
Oligodendrocytes
Pvalb
L23_IT
Oligodendrocytes
Pvalb
L23_IT
L45_IT
other
Astrocytes
Endothelial
L6_CT
L23_IT
SMC
L45_IT
L23_IT
Microglia
L45_IT
Astrocytes
L6_IT
L23_IT
VLMC
Pvalb
PVM
L23_IT
L6_CT
Lamp5
L23_IT
other
Endothelial
Microglia
L6_CT
Oligodendrocytes
L23_IT
OPC
Vip
L5_IT
Oligodendrocytes
L23_IT
L6_CT
L6_IT
L6_CT
Endothelial
L23_IT
Endothelial
Oligodendrocytes
OPC
Endothelial
other
L6_IT
L6_IT
Oligodendrocytes
L45_IT
L23_IT
Oligodendrocytes
L6_CT
L5_IT
Vip
L6_IT
L5_IT
SMC
L6_CT
Oligodendrocytes
Endothelial
L23_IT
L23_IT
L6b
Sst
Astrocytes
L45_IT
L6b
L45_IT
L56_NP
Endothelial
L45_IT
L6_IT_Car3
L23_IT
L5_IT
Pericytes
L23_IT
Endothelial
L45_IT
OPC
OPC
Pericytes
OPC
L6b
Oligodendrocytes
Oligodendrocytes
Endothelial
Oligodendrocytes
Sst
L23_IT
Pvalb
L23_IT
L23_IT
L23_IT
Astrocytes
Oligodendrocytes
L6_CT
Astrocytes
L23_IT
L6_IT_Car3
Pericytes
L6_CT
other
Astrocytes
OPC
Endothelial
L45_IT
L6_CT
L45_IT
L45_IT
Astrocytes
L6_CT
L6_CT
L45_IT
Lamp5
Oligodendrocytes
Endothelial
L45_IT
L45_IT
L23_IT
L45_IT
L23_IT
Microglia
Astrocytes
L5_IT
L6_CT
Oligodendrocytes
L23_IT
L6_IT
Astrocytes
L5_PT
L45_IT
L23_IT
L45_IT
Microglia
L45_IT
Pvalb
Oligodendrocytes
other
L23_IT
Oligodendrocytes
L6_IT_Car3
Endothelial
other
L5_IT
Endothelial
L45_IT
Astrocytes
other
L23_IT
Oligodendrocytes
L6_CT
L6_CT
L45_IT
L6_CT
VLMC
Endothelial
Sst_Chodl
VLMC
L6b
L5_PT
Endothelial
Oligodendrocytes
PVM
L6_CT
Endothelial
L6_IT
Oligodendrocytes
Astrocytes
Endothelial
L6_IT
L6_CT
PVM
L45_IT
L6_IT
Oligodendrocytes
Oligodendrocytes
L23_IT
L23_IT
L23_IT
L45_IT
L45_IT
SMC
VLMC
VLMC
L45_IT
L45_IT
PVM
Oligodendrocytes
other
L23_IT
L5_IT
L5_IT
L45_IT
Astrocytes
Pericytes
L23_IT
OPC
L23_IT
Endothelial
L5_IT
Oligodendrocytes
L45_IT
L6_IT
Lamp5
Pvalb
other
L6_CT
Oligodendrocytes
L5_IT
L45_IT
L23_IT
L23_IT
L5_PT
L23_IT
L5_IT
OPC
L45_IT
Endothelial
OPC
Oligodendrocytes
L23_IT
L6_CT
L45_IT
Endothelial
Endothelial
L6_CT
L45_IT
Microglia
L45_IT
L45_IT
Oligodendrocytes
