cell_type_annot
Astro
Astro
MSN
Astro
Olig
MSN
Olig
MSN
MSN
InN
MSN
MSN
MSN
Olig
Endo
MSN
MSN
MSN
Peri
MSN
MSN
Micro
Peri
MSN
MSN
MSN
MSN
Olig
MSN
MSN
Astro
Olig
Olig
InN
Endo
MSN
MSN
MSN
Endo
Olig
MSN
MSN
MSN
Olig
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
Olig
Peri
MSN
Endo
Olig
MSN
MSN
Olig
MSN
MSN
MSN
MSN
MSN
Olig
MSN
MSN
MSN
Olig
Olig
Olig
MSN
MSN
Peri
Olig
MSN
MSN
Olig
MSN
Astro
MSN
MSN
MSN
Endo
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
Astro
MSN
Olig
MSN
MSN
MSN
MSN
Endo
MSN
MSN
Astro
MSN
Astro
Olig
MSN
MSN
MSN
Endo
OPC
MSN
MSN
MSN
Endo
MSN
MSN
MSN
MSN
MSN
Olig
MSN
MSN
Olig
MSN
MSN
MSN
Olig
MSN
Olig
MSN
MSN
MSN
MSN
OPC
MSN
MSN
MSN
Olig
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
InN
MSN
Olig
Endo
MSN
MSN
Endo
MSN
Endo
MSN
MSN
Peri
MSN
Astro
Astro
MSN
Endo
MSN
Peri
MSN
MSN
MSN
MSN
MSN
MSN
MSN
Astro
Endo
MSN
Astro
MSN
MSN
MSN
Astro
MSN
MSN
Olig
MSN
MSN
MSN
Olig
MSN
MSN
MSN
MSN
MSN
MSN
Astro
MSN
MSN
InN
MSN
MSN
MSN
MSN
Olig
MSN
Peri
Endo
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
Olig
MSN
Peri
MSN
MSN
MSN
Micro
Olig
MSN
MSN
MSN
Endo
MSN
MSN
MSN
MSN
Olig
MSN
MSN
Astro
MSN
MSN
Olig
MSN
MSN
MSN
MSN
InN
Endo
Olig
Astro
MSN
Astro
MSN
MSN
Micro
MSN
Olig
MSN
MSN
MSN
Olig
Olig
MSN
Astro
Endo
MSN
Endo
Olig
MSN
Olig
MSN
InN
Olig
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
Astro
MSN
MSN
MSN
MSN
MSN
MSN
Micro
MSN
Micro
MSN
MSN
MSN
Astro
Olig
MSN
MSN
Endo
Astro
InN
MSN
MSN
Olig
MSN
MSN
Astro
MSN
Olig
MSN
Endo
MSN
Astro
MSN
Micro
MSN
MSN
MSN
Olig
Astro
MSN
MSN
Endo
MSN
MSN
MSN
Micro
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
Olig
MSN
MSN
Micro
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
Olig
MSN
Endo
Endo
Olig
Olig
MSN
MSN
MSN
Olig
Endo
MSN
Endo
MSN
Macro
Endo
MSN
Micro
Endo
MSN
Endo
Micro
MSN
MSN
Micro
MSN
MSN
MSN
MSN
MSN
MSN
Olig
MSN
MSN
MSN
Peri
OPC
MSN
InN
MSN
Astro
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
Astro
MSN
MSN
MSN
MSN
Astro
MSN
MSN
Astro
MSN
MSN
Astro
MSN
MSN
MSN
Astro
Astro
MSN
OPC
MSN
MSN
Olig
MSN
MSN
MSN
Peri
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
Endo
MSN
MSN
Olig
MSN
MSN
MSN
MSN
MSN
MSN
Endo
MSN
MSN
MSN
MSN
InN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
Astro
Olig
Astro
MSN
MSN
Olig
Endo
MSN
MSN
MSN
MSN
MSN
MSN
Astro
MSN
InN
MSN
Olig
Astro
Endo
MSN
MSN
Endo
MSN
MSN
Olig
Peri
MSN
MSN
MSN
Peri
Endo
MSN
Endo
MSN
MSN
Micro
Endo
Astro
MSN
MSN
MSN
MSN
InN
Olig
Astro
MSN
MSN
MSN
MSN
MSN
Astro
MSN
MSN
MSN
MSN
Olig
Endo
MSN
Olig
MSN
MSN
Astro
MSN
MSN
Olig
MSN
Astro
MSN
Astro
Endo
Astro
Astro
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
Olig
InN
Olig
MSN
OPC
OPC
Olig
MSN
Olig
MSN
Peri
Olig
MSN
MSN
Olig
Olig
OPC
MSN
Olig
Olig
Olig
InN
MSN
Olig
MSN
Micro
Olig
Astro
MSN
Olig
Olig
MSN
MSN
Olig
Micro
MSN
Astro
Astro
Endo
MSN
Astro
Astro
Endo
Astro
Astro
Olig
MSN
MSN
Astro
MSN
MSN
MSN
Olig
Astro
Micro
Astro
Olig
Olig
Peri
Olig
Olig
Astro
MSN
MSN
Olig
Micro
Olig
MSN
Peri
MSN
Olig
MSN
Olig
Olig
MSN
MSN
Endo
MSN
MSN
Olig
MSN
Olig
Olig
Olig
MSN
Olig
MSN
MSN
MSN
Olig
Olig
MSN
MSN
MSN
Olig
MSN
Olig
MSN
MSN
MSN
Olig
MSN
MSN
MSN
Peri
Olig
MSN
Astro
Endo
MSN
MSN
Olig
Astro
MSN
Micro
MSN
MSN
Olig
MSN
Olig
MSN
Astro
Olig
Olig
MSN
MSN
MSN
Olig
Olig
MSN
Astro
Olig
MSN
MSN
MSN
Olig
MSN
MSN
Olig
MSN
MSN
Peri
MSN
MSN
MSN
MSN
Endo
MSN
MSN
MSN
MSN
MSN
Olig
Endo
Astro
MSN
MSN
MSN
MSN
Olig
Olig
MSN
Olig
MSN
Astro
MSN
MSN
MSN
Olig
MSN
MSN
MSN
MSN
MSN
Peri
MSN
InN
Olig
Astro
MSN
MSN
MSN
Astro
OPC
Olig
MSN
Olig
Micro
MSN
MSN
MSN
MSN
Olig
MSN
MSN
Olig
MSN
MSN
MSN
MSN
InN
MSN
Astro
MSN
MSN
OPC
Olig
MSN
MSN
MSN
MSN
MSN
Astro
MSN
MSN
Astro
Micro
MSN
Astro
Olig
MSN
Astro
Micro
MSN
Olig
Astro
Olig
Endo
MSN
MSN
MSN
MSN
Peri
MSN
Astro
MSN
MSN
Olig
MSN
MSN
Olig
Astro
MSN
InN
Olig
