clust_annot
Endo-3
Olig-2
Micro-3
InN-Lamp5
Vlmc
Astro-1
InN-Lamp5
Astro-2
InN-Calb2-1
Micro-3
Olig-2
Olig-2
Astro-1
Micro-3
Astro-2
Endo-3
Olig-2
Olig-2
ExN-L2/3-2
ExN-L2/3-2
ExN-L2/3-2
ExN-L2/3-2
Endo-3
ExN-L2/3-2
ExN-L2/3-1
Endo-1
Endo-3
Olig-2
ExN-L2/3-2
ExN-L2/3-2
ExN-L2/3-2
OPC
InN-Vip
ExN-L2/3-2
Olig-2
ExN-L2/3-2
ExN-L2/3-2
OPC
ExN-L2/3-2
ExN-L2/3-2
Olig-2
ExN-L2/3-2
Olig-2
Astro-1
ExN-L2/3-2
ExN-L2/3-2
ExN-L2/3-1
ExN-L2/3-2
Astro-1
Olig-2
Peri-1
ExN-L2/3-2
ExN-L2/3-2
ExN-L2/3-2
ExN-L2/3-2
ExN-L2/3-2
ExN-L2/3-2
Endo-3
Olig-2
ExN-L2/3-2
Endo-3
Olig-2
ExN-L2/3-2
Vlmc
ExN-L2/3-2
ExN-L2/3-2
ExN-L2/3-2
Endo-3
Micro-3
InN-Pvalb-1
ExN-L2/3-2
ExN-L2/3-2
Endo-3
Olig-2
Astro-1
ExN-L2/3-2
OPC
ExN-L2/3-2
InN-Pvalb-1
InN-Lamp5
InN-Pvalb-1
ExN-L2/3-1
InN-Pvalb-1
Micro-2
ExN-L2/3-1
Peri-1
InN-Lamp5
ExN-L2/3-1
Astro-1
ExN-L2/3-1
Endo-1
ExN-L2/3-1
Endo-3
Astro-1
Endo-1
Micro-3
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-2
InN-Pvalb-1
Endo-3
ExN-L2/3-1
Micro-1
OPC
ExN-L2/3-2
ExN-L2/3-2
Olig-2
Endo-3
ExN-L2/3-1
Peri-1
ExN-L2/3-1
OPC
ExN-L2/3-2
Micro-3
ExN-L2/3-2
ExN-L2/3-1
ExN-L2/3-2
InN-Pvalb-1
Peri-1
Olig-2
ExN-L2/3-2
Endo-3
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-2
Olig-2
ExN-L2/3-1
OPC
Peri-1
Olig-2
ExN-L2/3-1
ExN-L2/3-1
Astro-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
Olig-2
InN-Sst-2
ExN-L2/3-1
ExN-L2/3-1
InN-Sst-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
InN-Pvalb-2
Endo-3
Micro-3
Endo-3
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
InN-Pvalb-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
T cell
Endo-3
ExN-L2/3-1
Olig-2
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
Astro-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
Astro-1
InN-Vip
ExN-L2/3-1
Endo-1
Endo-2
Astro-1
Astro-1
Endo-3
InN-Pvalb-1
Endo-3
InN-Vip
Astro-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
InN-Vip
ExN-L2/3-1
Vlmc
ExN-L2/3-1
Micro-3
Endo-3
Astro-1
ExN-L2/3-1
Endo-3
InN-Calb2-1
InN-Vip
Micro-3
InN-Sst-1
Peri-1
InN-Vip
Peri-1
Endo-2
Peri-1
InN-Vip
Astro-1
Endo-3
InN-Vip
ExN-L2/3-1
ExN-L2/3-1
Endo-3
Astro-1
OPC
Astro-1
ExN-L2/3-1
Astro-1
ExN-L2/3-1
ExN-L2/3-1
Astro-1
Astro-1
ExN-L2/3-1
Vlmc
Vlmc
Endo-3
Olig-2
Vlmc
Olig-3
Astro-2
Vlmc
Endo-3
Endo-1
Olig-2
Endo-3
Vlmc
Endo-3
Astro-2
ExN-L2/3-1
ExN-L2/3-1
Astro-1
Astro-2
Micro-2
Endo-3
Endo-3
Peri-2
Micro-3
Astro-1
Astro-1
InN-Lamp5
InN-Lamp5
