clust_annot
ExN-L6-3
Endo-3
ExN-L5-2
Olig-2
Olig-3
ExN-L6-1
ExN-L6-3
ExN-L6-1
ExN-L6-2
OPC
Olig-2
InN-Pvalb-3
Olig-3
Endo-1
Olig-2
Micro-2
Micro-2
Olig-2
Olig-2
Astro-2
ExN-L6-3
ExN-L5-2
Olig-2
ExN-L6-3
Macro
Astro-2
Olig-2
Micro-2
Astro-1
Olig-2
Olig-2
Olig-2
Astro-2
Olig-2
Endo-3
ExN-L5-2
Olig-2
Olig-2
Olig-2
Olig-2
ExN-L6-3
Peri-1
Olig-3
Olig-2
Olig-2
Astro-1
Olig-2
Olig-2
Olig-2
Astro-2
Olig-2
Astro-1
Olig-2
Olig-2
Olig-2
Olig-2
Olig-2
Olig-2
InN-Calb2-1
MSN-D1-1
Olig-2
Micro-3
Olig-2
Olig-2
Olig-2
InN-Pvalb-3
Olig-2
Astro-2
ExN-L6-1
ExN-L5-2
Astro-1
Olig-2
OPC
Olig-3
Micro-3
Olig-2
Olig-2
Endo-3
Astro-2
ExN-L6-2
MSN-D1-1
ExN-L5-2
Olig-2
InN-Pvalb-3
MSN-D1-1
OPC
Olig-2
Olig-2
Endo-2
Micro-2
Astro-2
MSN-D2
ExN-L6-3
MSN-D2
Astro-1
InN-Lhx6
Olig-2
Micro-3
Olig-2
Olig-2
Olig-2
Olig-2
ExN-L6-3
Micro-2
ExN-L6-3
Olig-2
Astro-1
Astro-2
Olig-2
ExN-L6-3
Micro-2
Olig-2
MSN-D1-1
MSN-D1-1
Astro-2
Olig-2
MSN-D1-2
MSN-D2
Olig-2
Olig-2
Endo-3
Olig-3
MSN-D1-1
Olig-3
Olig-2
MSN-D1-1
MSN-D1-1
Endo-3
MSN-D2
Olig-2
Olig-2
Olig-2
Olig-2
MSN-D1-1
Endo-3
Endo-3
Olig-2
MSN-D1-1
Olig-2
MSN-D2
Peri-1
MSN-D1-1
Olig-2
MSN-D1-1
Olig-2
MSN-D2
Micro-2
MSN-D1-1
MSN-D2
MSN-D1-1
MSN-D1-1
Olig-2
Olig-2
MSN-D2
MSN-D2
Olig-3
MSN-D1-1
MSN-D1-1
MSN-D1-1
MSN-D1-1
MSN-D1-2
MSN-D1-2
Micro-2
MSN-D1-1
MSN-D1-1
Endo-1
MSN-D1-1
MSN-D1-2
Astro-1
InN-Olf-2
MSN-D1-1
Endo-3
MSN-D1-2
MSN-D1-1
MSN-D1-1
Olig-1
MSN-D2
Endo-1
MSN-D2
MSN-D1-1
MSN-D2
MSN-D2
MSN-D2
MSN-D1-1
MSN-D1-1
MSN-D1-1
Endo-3
MSN-D2
MSN-D2
MSN-D1-1
MSN-D2
MSN-D1-1
MSN-D2
MSN-D2
Endo-3
MSN-D2
Endo-3
MSN-D2
MSN-D1-1
MSN-D1-1
MSN-D1-1
MSN-D2
Astro-1
MSN-D1-1
MSN-D1-1
MSN-D1-1
MSN-D2
MSN-D1-1
MSN-D1-1
MSN-D2
Micro-2
Peri-1
MSN-D2
MSN-D1-1
MSN-D2
MSN-D2
Endo-3
MSN-D1-1
MSN-D2
Olig-2
MSN-D2
Endo-3
Olig-2
MSN-D1-1
InN-Sst-2
MSN-D1-1
MSN-D1-1
MSN-D1-1
MSN-D1-1
MSN-D2
MSN-D1-1
MSN-D1-1
Endo-3
MSN-D2
Micro-2
MSN-D1-1
MSN-D2
MSN-D1-1
Olig-2
MSN-D1-1
MSN-D2
MSN-D2
MSN-D1-1
MSN-D1-1
Endo-3
MSN-D1-1
MSN-D1-1
Astro-2
MSN-D1-1
Olig-3
MSN-D1-1
MSN-D2
MSN-D2
ExN-L6-1
Olig-2
Olig-2
Endo-3
ExN-L6-2
ExN-L2/3-2
Micro-1
ExN-L5-3
OPC
Endo-3
Peri-1
InN-Olf-1
Olig-2
InN-Sst-1
InN-Calb2-1
ExN-L5-2
ExN-L5-2
Astro-1
ExN-L6-1
ExN-L5-2
Astro-1
ExN-L5-2
ExN-L5-2
ExN-L6-1
ExN-L5-2
Endo-3
ExN-L5-2
Olig-2
ExN-L6-2
Micro-2
Olig-2
ExN-L5-3
InN-Vip
ExN-L5-2
ExN-L2/3-2
ExN-L2/3-2
ExN-L5-2
Endo-3
Olig-2
Olig-2
Astro-1
ExN-Olf
Astro-1
ExN-L6-3
Olig-2
OPC
Olig-2
ExN-L5-3
Endo-3
Endo-3
ExN-L5-2
Olig-3
