cell_type_annot
Astro
Endo
Astro
Astro
Olig
Endo
Endo
ExN
OPC
Micro
ExN
Endo
InN
ExN
ExN
ExN
Astro
InN
InN
ExN
Endo
ExN
InN
ExN
ExN
Endo
Astro
Micro
ExN
ExN
InN
ExN
ExN
Endo
ExN
Micro
Astro
ExN
ExN
ExN
Astro
ExN
ExN
ExN
Astro
ExN
ExN
ExN
Endo
ExN
ExN
ExN
ExN
Olig
Vlmc
Endo
Astro
Endo
InN
Endo
Vlmc
Micro
ExN
Endo
InN
InN
Vlmc
Endo
Astro
Micro
Endo
Peri
Micro
Endo
ExN
ExN
ExN
ExN
Endo
OPC
ExN
Olig
ExN
ExN
ExN
ExN
ExN
ExN
InN
ExN
ExN
ExN
InN
Olig
Olig
Endo
Endo
Micro
ExN
ExN
InN
ExN
Micro
ExN
OPC
ExN
ExN
ExN
Endo
Endo
Astro
Endo
ExN
ExN
ExN
Olig
ExN
ExN
ExN
ExN
ExN
InN
ExN
Endo
InN
ExN
Olig
ExN
ExN
ExN
ExN
Olig
Astro
ExN
Endo
ExN
ExN
ExN
Peri
ExN
InN
ExN
ExN
ExN
ExN
ExN
ExN
InN
Olig
ExN
Endo
ExN
ExN
ExN
ExN
Astro
Micro
Endo
Astro
Micro
Olig
Olig
ExN
ExN
Peri
ExN
Endo
ExN
Endo
InN
InN
Olig
ExN
Olig
Astro
ExN
Micro
ExN
ExN
ExN
Micro
ExN
ExN
ExN
Micro
ExN
Endo
Endo
Astro
ExN
ExN
Endo
ExN
Olig
ExN
Vlmc
Astro
InN
Olig
InN
InN
Micro
ExN
Olig
InN
ExN
InN
ExN
Olig
ExN
ExN
ExN
Peri
ExN
InN
ExN
Endo
InN
Endo
ExN
Peri
ExN
Peri
OPC
InN
Peri
Olig
Macro
Astro
ExN
ExN
Olig
OPC
Peri
Olig
ExN
Micro
ExN
ExN
ExN
Endo
ExN
ExN
Peri
ExN
Olig
ExN
InN
Olig
ExN
OPC
ExN
ExN
Astro
Astro
ExN
Micro
ExN
ExN
ExN
Micro
Endo
Endo
ExN
Micro
ExN
ExN
Vlmc
OPC
Micro
ExN
Micro
ExN
ExN
ExN
ExN
ExN
ExN
ExN
ExN
Astro
ExN
Olig
Astro
Endo
Endo
ExN
InN
InN
Peri
ExN
Endo
Micro
Olig
Olig
InN
ExN
ExN
ExN
Micro
ExN
ExN
ExN
ExN
ExN
ExN
Endo
ExN
ExN
ExN
ExN
Endo
ExN
