m.cx,m.cy,m.majoraxis,m.eccentricity,m.theta,s.area,s.perimeter,s.radius.mean,s.radius.sd,s.radius.min,s.radius.max,plaque_id
1676.05685618729,10.5710702341137,66.0112947957904,0.920267479497819,0.0818588282289704,1196,157,21.4241947679718,7.59751300301881,8.47447382202009,36.3992565656858,2
2304.54344122658,40.9011925042589,43.7271578935585,0.909824046813736,0.374926684999915,587,94,14.3086343012019,4.63018676974743,7.067673909158,23.2629486618452,7
1552.70702966274,63.3059731816335,69.8115296454697,0.735178020066632,1.16158223823473,2461,207,28.1147143107274,5.19105469945035,17.8702338801856,39.5875150254351,8
2186.72943327239,70.7148080438757,29.2656848886008,0.512018592691401,-0.735654289141723,547,80,12.8193151892965,1.78535761893032,9.25284584600849,16.5526480132333,9
511.432285368803,110.954050785973,59.1012345185167,0.784242941822754,1.19666572991514,1654,149,22.687126123996,4.39729442257982,14.5366369801626,30.0251302339476,20
24.2771084337349,113.746184738956,46.7317122855082,0.512841297295271,-0.139950252232838,1245,163,18.3650346432103,5.48353660965634,6.07568905688087,26.6584833348077,22
461.688368690563,116.092904169715,51.5333734707498,0.511013748466414,-0.104944138167733,1367,213,20.8483182649972,5.79621610969017,5.79544520139091,32.9277249807251,23
2012.99181818182,137.135454545455,40.9272507841787,0.493325390837085,-1.23666833881352,1100,117,18.4616084383461,2.01217404566428,13.2736033369814,21.1884220580062,28
2139.28857381151,192.016680567139,42.2755531440889,0.485941702450403,-1.01386695659875,1199,133,19.0092906333098,2.03158502304753,14.3301820776516,22.7455850040321,33
1914.92792162351,218.016794961512,58.2235473726776,0.82481779725588,-1.11302439801811,1429,152,20.959524208417,5.21219803841777,10.2452694982326,29.7828504121141,35
295.673202614379,255.009803921569,28.8543408633938,0.175892262986183,1.460322829078,612,83,13.5784369252582,1.60272046281015,10.0975716012666,16.1956260033472,39
2774.31405895692,342.554421768707,54.7537732450212,0.638623030970436,-1.40279506801633,1764,159,23.2033227112039,3.24836899892313,16.2113735071308,30.5078165390676,43
1807.27768595041,330.244628099174,31.7516369642871,0.619102777178326,-1.42907782124828,605,84,13.4554795352297,1.74048666556931,9.31993845658156,16.679879966343,44
240.573545554336,405.834248079034,63.1416881596198,0.795515288846574,1.53159978568144,1822,177,24.148844407988,5.20402128077807,14.6183097207869,37.0462385763005,47
5232.0615942029,472.309178743961,38.1809804989478,0.604574446530659,-0.30361053840926,828,111,16.0092406303326,2.8688796464516,7.5005018364152,21.2120536839735,50
1662.01894451962,628.014884979702,31.8118863264478,0.343980075906692,0.841668542345215,739,86,14.8940261967605,0.963251706627448,11.6512556279086,16.5665153887435,56
1123.57929515419,975.222466960352,32.6773649159741,0.821285499950358,0.245631772639543,454,78,12.1275857614804,2.77454977452611,8.39370635520352,17.8854746599938,61
1082.77630979499,1003.37539863326,58.8511340107988,0.41804287366409,1.23442343773449,2195,211,25.9909244688992,5.08260866254136,15.3472931935598,34.4525785197991,62
1275.46913580247,1069.47325102881,29.6931132241039,0.663107174055359,-1.28250449525578,486,73,12.2794652111823,2.16825205544209,8.42653949355055,17.5992214382804,66
4772.3731075186,1188.58634847318,85.7472556998226,0.656633079068219,0.445245181948498,3897,270,34.8180571093555,7.58291917338001,12.8748396183762,48.5779863153892,72
4290.90883458647,1261.22086466165,49.1836477382198,0.788399792681322,-0.522673781180471,1064,123,18.5194866915509,4.38334207003651,10.6642155869157,26.1610452931873,78
3770.02795698925,1288.74193548387,25.5915582634156,0.422273197441189,-0.306614191692437,465,68,11.7212551776305,0.607355919638825,10.3948121376561,13.236282642823,79
4300.6066252588,1306.56004140787,49.7724826038407,0.811173491801756,0.165917495410103,966,136,17.8241862947247,5.05996636955751,7.53498544277551,27.3374254302091,82
4477.65448768864,1321.53057982526,55.3463953953978,0.801819707465005,-0.904969446990602,1259,142,20.4194795910677,4.89528525431774,9.4330506178822,29.8941215006822,84
270.128378378378,1347.39222972973,92.7083640233032,0.761546685116861,1.55804547441634,2960,322,32.6495898487499,9.04619153824302,8.66885011010083,49.3994985087361,85
2617.70478170478,1363.77546777547,38.6769695893483,0.841299945805884,0.705314024960304,481,106,12.2595293518812,4.67606281222457,0.692738103799391,20.6869906993178,90
3430.8159831756,1453.66456361724,56.6726742945767,0.556934978187846,0.0821895049480593,1902,181,23.8364593710079,4.69202943164188,12.3590974988561,31.1895169090417,95
1453.87322695035,1462.06117021277,51.1479593001613,0.830216892876126,0.0204482551363841,1128,120,18.7449088929347,4.09694012323264,11.1404730101055,25.128870625018,100
14.7577565632458,1486.66885441527,71.867793299258,0.886457503106688,-1.44158716245266,1676,199,24.4152192480292,7.55567674742136,7.6565585161286,36.9580744928689,103
3735.76100203114,1478.69532836831,50.5652077164953,0.656315150296345,-1.25752702508245,1477,131,21.4782309650696,2.86760365071644,16.7458734013666,28.2327539944653,104
4658.18970427163,1537.9708652793,90.0264108333158,0.642819848077615,-1.02044749981404,4565,285,37.6010897027147,6.61436908143026,22.1103555816235,49.718341062237,109
1867.58024691358,1529.33333333333,37.7066275609438,0.472196566193297,-1.54409442117704,972,100,17.2010337919328,1.26847802061574,14.3984513056093,19.8094775297079,113
4942.93531468531,1525.05244755245,36.1075551413556,0.781571968207392,0.121268386187405,572,90,13.078829837538,3.35388298370416,6.08058030044198,16.9114067721267,114
4251.63261648746,1575.75358422939,45.7420769146702,0.716608341806345,-0.673216081858876,1116,117,18.8850359699289,3.05275761321948,13.0227356160283,24.4668312406648,125
4190.51290684624,1592.40235690236,51.6552712650939,0.46737261613138,-0.034901047567539,1782,152,23.3310975117014,2.67436495048832,17.4216600804416,28.3618726269232,129
2777.67482014388,1650.37985611511,32.6543658246303,0.519021926102547,0.356195690735117,695,91,14.4593622799072,1.58977161730616,11.4634400453876,17.5584898998832,136
1027.67871485944,1719.94728915663,69.701986753927,0.843709272259272,1.28932448285935,1992,161,25.3785722323988,5.93463078849237,14.8677450797365,34.7453938003281,143
2094.08967001435,1721.16822094692,62.4314875441716,0.360259070158823,-0.291596435620575,2788,173,29.4371605476893,2.41318342885034,23.841360520094,33.1345140387187,144
481.660792951542,1736.45814977974,33.1700728664956,0.814292797366153,1.53746129869829,454,87,11.7756744605744,3.14067063617763,5.75242284683577,15.9575089768652,146
4917.16982182628,1777.76809576837,83.685250006153,0.711295245814238,-1.15906866056143,3592,290,34.7452858644036,6.82299285395059,19.68934989799,49.1922493484205,150
3006.00227790433,1766.43432042521,45.7536867910385,0.568322200337958,-1.39380088968629,1317,123,20.036563991503,2.25064834566483,14.5036845077502,24.2791848199206,152
3257.34598698482,1794.79067245119,43.394849755461,0.766144801615564,1.40797319527031,922,108,16.8571980174656,3.11002215840083,11.2515697731202,22.4545971567184,158
3114.8987654321,1799.53827160494,51.6905364815887,0.213913848808157,-0.80223714291062,2025,152,24.9499368424623,1.63017306758293,21.479054128947,28.8030019992531,159
1567.62262118492,1857.99820466786,65.3241362389909,0.539815079018832,-0.268248166713355,2785,183,29.1713674977501,2.91962778968333,20.821489242734,34.1307192860734,169
2153.82962588473,1931.25,99.9247837305109,0.819745071339452,-1.03260160557058,3956,324,35.6222911197729,9.95661463689295,16.6467007180101,55.2596144618654,174
3079.59713603819,1947.08472553699,95.7647817141311,0.769317115648445,0.74350415029127,4190,336,36.6128135118613,8.43647480861217,16.8779877362648,53.2964288406678,175
1504.13532513181,1944.42882249561,32.0231891901526,0.674869022028413,-1.5403120591078,569,81,13.1690323843282,2.09734814684031,8.31582981147627,17.5465501029451,182
839.072941176471,1963.00529411765,53.4820312826201,0.618939752724478,1.4652209764922,1700,159,22.6988129401698,3.43212987649479,13.89934972536,30.4991510061517,185
3894.15128303332,1975.86135580237,70.5745661188094,0.694425470194805,0.401355469474977,2611,209,29.0164540104073,5.21263038872443,13.6024626865988,37.3323135137463,187
1709.09566968781,1972.79959718026,40.0308170629141,0.520994793976678,-1.1904788578148,993,126,17.1717003552772,3.16238576535686,7.60463252748321,22.4892628561846,189
3602.38540031397,2028.18785975929,76.6610703092433,0.361639673709581,0.35332147713403,3822,281,34.0339550267611,7.74348980226917,14.4901051191283,48.3266113751417,194
1538.53333333333,2055.1797752809,48.4062129653064,0.669100912685375,0.163365621079179,1335,141,20.1964799987056,3.27518123618693,14.0424708071228,27.1530896427834,203
2121.98728813559,2105.70656779661,71.2774793911533,0.666158160038616,-0.172886282426371,2832,209,29.5850345967615,5.00355524976245,17.9358564741131,36.7941541551898,210
