ClusterName,0,1,neighborhood name
granulocytes,1401,901,Macrophage enriched
granulocytes,1401,1102,Macrophage enriched
granulocytes,1419,1004,T cell enriched
granulocytes,1404,1200,Macrophage enriched
granulocytes,1439,974,Tumor boundary
granulocytes,1455,724,Immune-infiltrated stroma
granulocytes,1449,902,T cell enriched
granulocytes,1489,338,T cell enriched
granulocytes,1522,762,Immune-infiltrated stroma
granulocytes,1527,1334,Granulocyte enriched
granulocytes,1531,1267,Immune-infiltrated stroma
granulocytes,1526,1259,Immune-infiltrated stroma
granulocytes,1539,1060,Macrophage enriched
granulocytes,1587,432,T cell enriched
granulocytes,1608,276,Macrophage enriched
granulocytes,1614,390,T cell enriched
granulocytes,1586,1310,Immune-infiltrated stroma
granulocytes,1704,471,Macrophage enriched
granulocytes,1748,408,T cell enriched
granulocytes,1770,394,Macrophage enriched
granulocytes,1785,485,Granulocyte enriched
granulocytes,1801,503,Granulocyte enriched
granulocytes,1810,472,Granulocyte enriched
granulocytes,1810,506,Granulocyte enriched
granulocytes,1802,819,Tumor boundary
granulocytes,1834,628,Macrophage enriched
granulocytes,1854,777,Macrophage enriched
vasculature,505,1360,Vascularized smooth muscle
vasculature,539,1018,T cell enriched
vasculature,543,785,T cell enriched
vasculature,547,1343,Vascularized smooth muscle
vasculature,567,1309,Vascularized smooth muscle
vasculature,598,1097,T cell enriched
vasculature,565,1439,Vascularized smooth muscle
vasculature,661,18,T cell enriched
vasculature,615,1314,Vascularized smooth muscle
vasculature,612,1391,Vascularized smooth muscle
vasculature,656,789,Immune-infiltrated stroma
vasculature,640,845,T cell enriched
vasculature,632,1272,Vascularized smooth muscle
vasculature,659,847,Immune-infiltrated stroma
vasculature,642,1380,Vascularized smooth muscle
vasculature,687,853,Immune-infiltrated stroma
vasculature,675,1106,Macrophage enriched
vasculature,713,1307,Smooth muscle
vasculature,725,1029,T cell enriched
vasculature,746,880,T cell enriched
vasculature,772,855,Macrophage enriched
vasculature,762,1311,Vascularized smooth muscle
vasculature,814,1375,Smooth muscle
vasculature,884,354,T cell enriched
vasculature,832,1396,Smooth muscle
vasculature,902,357,T cell enriched
vasculature,1003,733,Immune-infiltrated stroma
vasculature,1042,751,T cell enriched
vasculature,1133,71,T cell enriched
vasculature,1104,488,Follicle
vasculature,1098,1344,T cell enriched
vasculature,1193,67,T cell enriched
vasculature,1217,84,T cell enriched
vasculature,1252,1266,T cell enriched
vasculature,1298,98,T cell enriched
vasculature,1324,57,T cell enriched
vasculature,1306,565,T cell enriched
vasculature,1332,15,T cell enriched
vasculature,1294,1121,T cell enriched
vasculature,1302,977,T cell enriched
vasculature,1331,712,Granulocyte enriched
vasculature,1359,235,T cell enriched
vasculature,1328,964,T cell enriched
vasculature,1365,632,Tumor boundary
vasculature,1395,367,T cell enriched
vasculature,1379,992,Follicle
vasculature,1419,673,T cell enriched
vasculature,1422,693,Macrophage enriched
vasculature,1430,869,T cell enriched
vasculature,1515,613,T cell enriched
vasculature,1512,592,T cell enriched
vasculature,1521,913,Immune-infiltrated stroma
vasculature,1520,885,Immune-infiltrated stroma
vasculature,1617,307,T cell enriched
vasculature,1642,520,T cell enriched
vasculature,1673,375,T cell enriched
vasculature,1669,367,T cell enriched
vasculature,1688,529,Macrophage enriched
vasculature,1714,307,T cell enriched
vasculature,1826,828,Tumor boundary
vasculature,1884,816,Tumor boundary
vasculature,1898,832,Macrophage enriched
CD4+ T cells CD45RO+,59,431,Vascularized smooth muscle
CD4+ T cells CD45RO+,78,545,T cell enriched
CD4+ T cells CD45RO+,79,574,Macrophage enriched
CD4+ T cells CD45RO+,108,733,Macrophage enriched
CD4+ T cells CD45RO+,93,828,T cell enriched
CD4+ T cells CD45RO+,113,521,T cell enriched
CD4+ T cells CD45RO+,131,555,T cell enriched
CD4+ T cells CD45RO+,120,856,Macrophage enriched
CD4+ T cells CD45RO+,153,186,T cell enriched
CD4+ T cells CD45RO+,126,870,Macrophage enriched
CD4+ T cells CD45RO+,179,448,Smooth muscle
CD4+ T cells CD45RO+,169,714,Macrophage enriched
CD4+ T cells CD45RO+,170,781,Macrophage enriched
CD4+ T cells CD45RO+,195,283,T cell enriched
CD4+ T cells CD45RO+,188,534,T cell enriched
CD4+ T cells CD45RO+,206,298,T cell enriched
CD4+ T cells CD45RO+,214,104,T cell enriched
CD4+ T cells CD45RO+,217,416,Smooth muscle
CD4+ T cells CD45RO+,202,568,T cell enriched
CD4+ T cells CD45RO+,228,116,T cell enriched
CD4+ T cells CD45RO+,228,124,T cell enriched
CD4+ T cells CD45RO+,208,551,T cell enriched
CD4+ T cells CD45RO+,243,29,T cell enriched
CD4+ T cells CD45RO+,226,325,T cell enriched
CD4+ T cells CD45RO+,207,898,T cell enriched
CD4+ T cells CD45RO+,239,344,T cell enriched
CD4+ T cells CD45RO+,215,878,T cell enriched
CD4+ T cells CD45RO+,224,871,T cell enriched
CD4+ T cells CD45RO+,223,947,T cell enriched
CD4+ T cells CD45RO+,242,365,T cell enriched
CD4+ T cells CD45RO+,230,650,T cell enriched
CD4+ T cells CD45RO+,262,13,T cell enriched
CD4+ T cells CD45RO+,228,748,T cell enriched
CD4+ T cells CD45RO+,231,680,T cell enriched
CD4+ T cells CD45RO+,235,912,T cell enriched
CD4+ T cells CD45RO+,259,305,Vascularized smooth muscle
CD4+ T cells CD45RO+,239,938,T cell enriched
CD4+ T cells CD45RO+,227,772,Macrophage enriched
CD4+ T cells CD45RO+,257,519,T cell enriched
CD4+ T cells CD45RO+,252,678,T cell enriched
CD4+ T cells CD45RO+,274,307,Vascularized smooth muscle
CD4+ T cells CD45RO+,254,688,T cell enriched
CD4+ T cells CD45RO+,256,874,T cell enriched
CD4+ T cells CD45RO+,271,526,T cell enriched
CD4+ T cells CD45RO+,272,525,T cell enriched
CD4+ T cells CD45RO+,277,514,T cell enriched
CD4+ T cells CD45RO+,259,827,T cell enriched
CD4+ T cells CD45RO+,268,659,T cell enriched
CD4+ T cells CD45RO+,268,691,T cell enriched
CD4+ T cells CD45RO+,252,1140,Macrophage enriched
CD4+ T cells CD45RO+,261,1039,T cell enriched
CD4+ T cells CD45RO+,263,744,T cell enriched
CD4+ T cells CD45RO+,311,74,T cell enriched
CD4+ T cells CD45RO+,282,689,T cell enriched
CD4+ T cells CD45RO+,274,1034,T cell enriched
CD4+ T cells CD45RO+,315,137,T cell enriched
CD4+ T cells CD45RO+,274,1197,T cell enriched
CD4+ T cells CD45RO+,284,844,T cell enriched
CD4+ T cells CD45RO+,322,113,T cell enriched
CD4+ T cells CD45RO+,331,57,T cell enriched
CD4+ T cells CD45RO+,307,809,T cell enriched
CD4+ T cells CD45RO+,338,14,T cell enriched
CD4+ T cells CD45RO+,291,1213,T cell enriched
CD4+ T cells CD45RO+,294,1203,T cell enriched
CD4+ T cells CD45RO+,331,476,T cell enriched
CD4+ T cells CD45RO+,346,118,T cell enriched
CD4+ T cells CD45RO+,340,504,T cell enriched
CD4+ T cells CD45RO+,329,509,T cell enriched
CD4+ T cells CD45RO+,313,841,T cell enriched
CD4+ T cells CD45RO+,315,1125,Macrophage enriched
CD4+ T cells CD45RO+,370,96,T cell enriched
CD4+ T cells CD45RO+,338,944,Macrophage enriched
CD4+ T cells CD45RO+,355,656,T cell enriched
CD4+ T cells CD45RO+,365,494,T cell enriched
CD4+ T cells CD45RO+,340,1166,T cell enriched
CD4+ T cells CD45RO+,341,888,Macrophage enriched
CD4+ T cells CD45RO+,327,1058,Macrophage enriched
CD4+ T cells CD45RO+,332,983,T cell enriched
CD4+ T cells CD45RO+,341,1110,Macrophage enriched
CD4+ T cells CD45RO+,395,82,T cell enriched
CD4+ T cells CD45RO+,350,1187,Macrophage enriched
CD4+ T cells CD45RO+,403,150,T cell enriched
CD4+ T cells CD45RO+,413,35,T cell enriched
CD4+ T cells CD45RO+,405,454,T cell enriched
CD4+ T cells CD45RO+,388,635,T cell enriched
CD4+ T cells CD45RO+,424,181,T cell enriched
CD4+ T cells CD45RO+,433,47,T cell enriched
CD4+ T cells CD45RO+,396,966,Macrophage enriched
CD4+ T cells CD45RO+,436,275,T cell enriched
CD4+ T cells CD45RO+,425,762,T cell enriched
CD4+ T cells CD45RO+,397,1123,Macrophage enriched
CD4+ T cells CD45RO+,433,532,T cell enriched
CD4+ T cells CD45RO+,435,318,T cell enriched
CD4+ T cells CD45RO+,465,235,T cell enriched
CD4+ T cells CD45RO+,471,195,Granulocyte enriched
CD4+ T cells CD45RO+,464,309,T cell enriched
CD4+ T cells CD45RO+,479,14,T cell enriched
CD4+ T cells CD45RO+,459,370,T cell enriched
CD4+ T cells CD45RO+,471,257,T cell enriched
CD4+ T cells CD45RO+,457,570,T cell enriched
CD4+ T cells CD45RO+,477,322,T cell enriched
CD4+ T cells CD45RO+,459,526,T cell enriched
CD4+ T cells CD45RO+,462,406,T cell enriched
CD4+ T cells CD45RO+,444,1023,T cell enriched
CD4+ T cells CD45RO+,432,1268,Macrophage enriched
CD4+ T cells CD45RO+,438,1075,T cell enriched
CD4+ T cells CD45RO+,471,627,T cell enriched
CD4+ T cells CD45RO+,466,806,T cell enriched
CD4+ T cells CD45RO+,440,1312,T cell enriched
CD4+ T cells CD45RO+,484,665,T cell enriched
CD4+ T cells CD45RO+,503,225,T cell enriched
CD4+ T cells CD45RO+,501,247,T cell enriched
CD4+ T cells CD45RO+,509,400,T cell enriched
CD4+ T cells CD45RO+,520,35,T cell enriched
CD4+ T cells CD45RO+,482,1065,T cell enriched
CD4+ T cells CD45RO+,473,1197,Macrophage enriched
CD4+ T cells CD45RO+,508,350,T cell enriched
CD4+ T cells CD45RO+,518,238,T cell enriched
CD4+ T cells CD45RO+,515,417,T cell enriched
CD4+ T cells CD45RO+,526,221,T cell enriched
CD4+ T cells CD45RO+,469,1061,T cell enriched
CD4+ T cells CD45RO+,521,430,T cell enriched
CD4+ T cells CD45RO+,546,34,T cell enriched
CD4+ T cells CD45RO+,543,177,T cell enriched
CD4+ T cells CD45RO+,540,406,T cell enriched
CD4+ T cells CD45RO+,516,761,Vascularized smooth muscle
CD4+ T cells CD45RO+,555,22,T cell enriched
CD4+ T cells CD45RO+,503,1152,T cell enriched
CD4+ T cells CD45RO+,554,195,T cell enriched
CD4+ T cells CD45RO+,550,216,T cell enriched
CD4+ T cells CD45RO+,530,570,T cell enriched
CD4+ T cells CD45RO+,537,840,T cell enriched
CD4+ T cells CD45RO+,550,520,T cell enriched
CD4+ T cells CD45RO+,565,139,T cell enriched
CD4+ T cells CD45RO+,573,164,T cell enriched
CD4+ T cells CD45RO+,580,73,T cell enriched
CD4+ T cells CD45RO+,588,106,T cell enriched
CD4+ T cells CD45RO+,583,245,T cell enriched
CD4+ T cells CD45RO+,594,282,T cell enriched
CD4+ T cells CD45RO+,560,1132,T cell enriched
CD4+ T cells CD45RO+,610,209,T cell enriched
CD4+ T cells CD45RO+,610,263,T cell enriched
CD4+ T cells CD45RO+,610,334,Macrophage enriched
CD4+ T cells CD45RO+,598,681,T cell enriched
CD4+ T cells CD45RO+,608,561,T cell enriched
CD4+ T cells CD45RO+,576,1144,T cell enriched
CD4+ T cells CD45RO+,614,968,T cell enriched
CD4+ T cells CD45RO+,638,556,T cell enriched
CD4+ T cells CD45RO+,691,35,T cell enriched
CD4+ T cells CD45RO+,637,1227,Granulocyte enriched
CD4+ T cells CD45RO+,676,893,T cell enriched
CD4+ T cells CD45RO+,693,670,T cell enriched
CD4+ T cells CD45RO+,706,280,Follicle
CD4+ T cells CD45RO+,725,223,T cell enriched
CD4+ T cells CD45RO+,736,50,T cell enriched
CD4+ T cells CD45RO+,740,156,T cell enriched
CD4+ T cells CD45RO+,736,265,T cell enriched
CD4+ T cells CD45RO+,725,609,T cell enriched
CD4+ T cells CD45RO+,730,418,T cell enriched
CD4+ T cells CD45RO+,746,92,T cell enriched
CD4+ T cells CD45RO+,722,698,T cell enriched
CD4+ T cells CD45RO+,724,708,T cell enriched
CD4+ T cells CD45RO+,747,265,T cell enriched
CD4+ T cells CD45RO+,716,929,T cell enriched
CD4+ T cells CD45RO+,754,137,T cell enriched
CD4+ T cells CD45RO+,750,661,T cell enriched
CD4+ T cells CD45RO+,749,573,T cell enriched
CD4+ T cells CD45RO+,761,190,T cell enriched
CD4+ T cells CD45RO+,726,1098,T cell enriched
CD4+ T cells CD45RO+,766,296,T cell enriched
CD4+ T cells CD45RO+,787,84,T cell enriched
CD4+ T cells CD45RO+,771,277,T cell enriched
CD4+ T cells CD45RO+,745,1178,T cell enriched
CD4+ T cells CD45RO+,743,1259,Vascularized smooth muscle
CD4+ T cells CD45RO+,778,411,Follicle
CD4+ T cells CD45RO+,790,272,T cell enriched
CD4+ T cells CD45RO+,798,289,T cell enriched
CD4+ T cells CD45RO+,787,530,T cell enriched
CD4+ T cells CD45RO+,774,901,Macrophage enriched
CD4+ T cells CD45RO+,812,204,T cell enriched
CD4+ T cells CD45RO+,803,695,T cell enriched
CD4+ T cells CD45RO+,826,40,T cell enriched
CD4+ T cells CD45RO+,804,478,Follicle
CD4+ T cells CD45RO+,815,793,T cell enriched
CD4+ T cells CD45RO+,832,130,T cell enriched
CD4+ T cells CD45RO+,825,626,T cell enriched
CD4+ T cells CD45RO+,834,452,Follicle
CD4+ T cells CD45RO+,809,1044,T cell enriched
CD4+ T cells CD45RO+,844,352,T cell enriched
CD4+ T cells CD45RO+,838,581,T cell enriched
CD4+ T cells CD45RO+,831,1077,T cell enriched
CD4+ T cells CD45RO+,870,133,T cell enriched
CD4+ T cells CD45RO+,877,52,T cell enriched
CD4+ T cells CD45RO+,862,412,T cell enriched
CD4+ T cells CD45RO+,851,586,T cell enriched
CD4+ T cells CD45RO+,838,1032,T cell enriched
CD4+ T cells CD45RO+,856,608,T cell enriched
CD4+ T cells CD45RO+,892,19,T cell enriched
CD4+ T cells CD45RO+,887,464,T cell enriched
CD4+ T cells CD45RO+,842,1041,T cell enriched
CD4+ T cells CD45RO+,875,462,T cell enriched
CD4+ T cells CD45RO+,889,307,T cell enriched
CD4+ T cells CD45RO+,844,993,Macrophage enriched
CD4+ T cells CD45RO+,881,402,T cell enriched
CD4+ T cells CD45RO+,886,455,T cell enriched
CD4+ T cells CD45RO+,883,426,T cell enriched
CD4+ T cells CD45RO+,888,392,T cell enriched
CD4+ T cells CD45RO+,844,1113,T cell enriched
CD4+ T cells CD45RO+,847,1058,T cell enriched
CD4+ T cells CD45RO+,871,806,T cell enriched
CD4+ T cells CD45RO+,871,829,T cell enriched
CD4+ T cells CD45RO+,844,1235,Macrophage enriched
CD4+ T cells CD45RO+,887,598,T cell enriched
CD4+ T cells CD45RO+,867,961,Macrophage enriched
CD4+ T cells CD45RO+,872,782,T cell enriched
CD4+ T cells CD45RO+,867,1075,T cell enriched
CD4+ T cells CD45RO+,883,646,T cell enriched
CD4+ T cells CD45RO+,903,124,T cell enriched
CD4+ T cells CD45RO+,871,1016,T cell enriched
CD4+ T cells CD45RO+,916,23,T cell enriched
CD4+ T cells CD45RO+,891,903,Macrophage enriched
CD4+ T cells CD45RO+,925,143,Macrophage enriched
CD4+ T cells CD45RO+,897,888,T cell enriched
CD4+ T cells CD45RO+,942,134,Macrophage enriched
CD4+ T cells CD45RO+,947,52,T cell enriched
CD4+ T cells CD45RO+,928,457,Follicle
CD4+ T cells CD45RO+,907,802,T cell enriched
CD4+ T cells CD45RO+,896,1116,T cell enriched
CD4+ T cells CD45RO+,934,784,T cell enriched
CD4+ T cells CD45RO+,933,612,Granulocyte enriched
CD4+ T cells CD45RO+,950,424,Follicle
CD4+ T cells CD45RO+,934,962,Macrophage enriched
CD4+ T cells CD45RO+,909,1246,T cell enriched
CD4+ T cells CD45RO+,944,786,T cell enriched
CD4+ T cells CD45RO+,955,543,T cell enriched
CD4+ T cells CD45RO+,906,1439,T cell enriched
CD4+ T cells CD45RO+,938,1178,Macrophage enriched
CD4+ T cells CD45RO+,922,1103,T cell enriched
CD4+ T cells CD45RO+,921,1182,Macrophage enriched
CD4+ T cells CD45RO+,963,506,Follicle
CD4+ T cells CD45RO+,953,914,T cell enriched
CD4+ T cells CD45RO+,924,1283,T cell enriched
CD4+ T cells CD45RO+,981,387,Follicle
CD4+ T cells CD45RO+,974,792,T cell enriched
CD4+ T cells CD45RO+,985,817,T cell enriched
CD4+ T cells CD45RO+,965,1396,T cell enriched
CD4+ T cells CD45RO+,985,849,T cell enriched
CD4+ T cells CD45RO+,1001,1255,Macrophage enriched
CD4+ T cells CD45RO+,1010,806,T cell enriched
CD4+ T cells CD45RO+,989,1143,T cell enriched
CD4+ T cells CD45RO+,1009,898,T cell enriched
CD4+ T cells CD45RO+,1012,1032,Follicle
CD4+ T cells CD45RO+,981,1387,T cell enriched
CD4+ T cells CD45RO+,981,1409,T cell enriched
CD4+ T cells CD45RO+,1023,1013,Follicle
CD4+ T cells CD45RO+,1049,514,Follicle
CD4+ T cells CD45RO+,1047,591,T cell enriched
CD4+ T cells CD45RO+,1028,1027,Follicle
CD4+ T cells CD45RO+,1043,617,Macrophage enriched
CD4+ T cells CD45RO+,1031,830,Immune-infiltrated stroma
CD4+ T cells CD45RO+,1052,547,T cell enriched
CD4+ T cells CD45RO+,1077,46,T cell enriched
CD4+ T cells CD45RO+,1056,698,Granulocyte enriched
CD4+ T cells CD45RO+,1070,786,T cell enriched
CD4+ T cells CD45RO+,1088,555,T cell enriched
CD4+ T cells CD45RO+,1108,111,T cell enriched
CD4+ T cells CD45RO+,1107,102,T cell enriched
CD4+ T cells CD45RO+,1051,1325,T cell enriched
CD4+ T cells CD45RO+,1070,1378,T cell enriched
CD4+ T cells CD45RO+,1128,41,T cell enriched
CD4+ T cells CD45RO+,1096,527,T cell enriched
CD4+ T cells CD45RO+,1085,871,T cell enriched
CD4+ T cells CD45RO+,1086,980,Follicle
CD4+ T cells CD45RO+,1124,175,T cell enriched
CD4+ T cells CD45RO+,1081,1331,T cell enriched
CD4+ T cells CD45RO+,1109,496,Follicle
CD4+ T cells CD45RO+,1084,1151,T cell enriched
CD4+ T cells CD45RO+,1095,853,T cell enriched
CD4+ T cells CD45RO+,1075,1306,T cell enriched
CD4+ T cells CD45RO+,1090,946,T cell enriched
CD4+ T cells CD45RO+,1126,652,Immune-infiltrated stroma
CD4+ T cells CD45RO+,1099,843,T cell enriched
CD4+ T cells CD45RO+,1089,1185,T cell enriched
CD4+ T cells CD45RO+,1109,876,T cell enriched
CD4+ T cells CD45RO+,1139,450,T cell enriched
CD4+ T cells CD45RO+,1103,1306,T cell enriched
CD4+ T cells CD45RO+,1130,1086,T cell enriched
CD4+ T cells CD45RO+,1129,1159,T cell enriched
CD4+ T cells CD45RO+,1137,966,T cell enriched
CD4+ T cells CD45RO+,1135,1218,Macrophage enriched
CD4+ T cells CD45RO+,1123,1306,T cell enriched
CD4+ T cells CD45RO+,1144,996,T cell enriched
CD4+ T cells CD45RO+,1149,862,T cell enriched
CD4+ T cells CD45RO+,1152,581,Follicle
CD4+ T cells CD45RO+,1161,579,Follicle
CD4+ T cells CD45RO+,1147,873,T cell enriched
CD4+ T cells CD45RO+,1151,1073,T cell enriched
CD4+ T cells CD45RO+,1151,1170,T cell enriched
CD4+ T cells CD45RO+,1163,699,T cell enriched
CD4+ T cells CD45RO+,1171,855,T cell enriched
CD4+ T cells CD45RO+,1185,879,T cell enriched
CD4+ T cells CD45RO+,1196,558,T cell enriched
CD4+ T cells CD45RO+,1187,698,T cell enriched
CD4+ T cells CD45RO+,1176,823,T cell enriched
CD4+ T cells CD45RO+,1164,887,T cell enriched
CD4+ T cells CD45RO+,1187,721,T cell enriched
CD4+ T cells CD45RO+,1167,1072,T cell enriched
CD4+ T cells CD45RO+,1202,740,T cell enriched
CD4+ T cells CD45RO+,1210,387,T cell enriched
CD4+ T cells CD45RO+,1205,640,T cell enriched
CD4+ T cells CD45RO+,1196,1122,T cell enriched
CD4+ T cells CD45RO+,1215,549,T cell enriched
CD4+ T cells CD45RO+,1209,661,T cell enriched
CD4+ T cells CD45RO+,1204,627,T cell enriched
CD4+ T cells CD45RO+,1209,822,T cell enriched
CD4+ T cells CD45RO+,1204,1038,T cell enriched
CD4+ T cells CD45RO+,1246,526,T cell enriched
CD4+ T cells CD45RO+,1219,809,T cell enriched
CD4+ T cells CD45RO+,1249,561,T cell enriched
CD4+ T cells CD45RO+,1225,954,T cell enriched
CD4+ T cells CD45RO+,1225,986,T cell enriched
CD4+ T cells CD45RO+,1228,829,T cell enriched
CD4+ T cells CD45RO+,1226,898,T cell enriched
CD4+ T cells CD45RO+,1228,1038,T cell enriched
CD4+ T cells CD45RO+,1232,1019,T cell enriched
CD4+ T cells CD45RO+,1252,738,T cell enriched
CD4+ T cells CD45RO+,1211,1255,T cell enriched
CD4+ T cells CD45RO+,1245,1102,T cell enriched
CD4+ T cells CD45RO+,1256,677,T cell enriched
CD4+ T cells CD45RO+,1255,882,Macrophage enriched
CD4+ T cells CD45RO+,1283,130,T cell enriched
CD4+ T cells CD45RO+,1270,579,T cell enriched
CD4+ T cells CD45RO+,1260,923,T cell enriched
CD4+ T cells CD45RO+,1233,1329,Tumor boundary
CD4+ T cells CD45RO+,1251,1299,T cell enriched
CD4+ T cells CD45RO+,1308,189,T cell enriched
CD4+ T cells CD45RO+,1302,449,Macrophage enriched
CD4+ T cells CD45RO+,1277,723,Granulocyte enriched
CD4+ T cells CD45RO+,1280,830,T cell enriched
CD4+ T cells CD45RO+,1288,751,T cell enriched
CD4+ T cells CD45RO+,1281,976,T cell enriched
CD4+ T cells CD45RO+,1276,1053,T cell enriched
CD4+ T cells CD45RO+,1308,1057,T cell enriched
CD4+ T cells CD45RO+,1289,934,T cell enriched
CD4+ T cells CD45RO+,1304,826,T cell enriched
CD4+ T cells CD45RO+,1288,1140,T cell enriched
CD4+ T cells CD45RO+,1310,863,T cell enriched
CD4+ T cells CD45RO+,1304,938,T cell enriched
CD4+ T cells CD45RO+,1345,183,T cell enriched
CD4+ T cells CD45RO+,1311,1199,Macrophage enriched
CD4+ T cells CD45RO+,1334,800,T cell enriched
CD4+ T cells CD45RO+,1378,202,T cell enriched
CD4+ T cells CD45RO+,1341,872,T cell enriched
CD4+ T cells CD45RO+,1345,1042,T cell enriched
CD4+ T cells CD45RO+,1379,810,T cell enriched
CD4+ T cells CD45RO+,1384,779,T cell enriched
