ClusterName,0,1,neighborhood name
granulocytes,382,790,T cell enriched
granulocytes,728,873,Smooth muscle
granulocytes,815,749,Vascularized smooth muscle
granulocytes,1076,774,T cell enriched
granulocytes,1082,972,T cell enriched
granulocytes,1123,801,Tumor boundary
granulocytes,1124,1000,T cell enriched
granulocytes,1331,641,Tumor boundary
granulocytes,1443,748,Immune-infiltrated stroma
granulocytes,1503,878,Vascularized smooth muscle
granulocytes,1520,1015,Smooth muscle
granulocytes,1571,677,Follicle
granulocytes,1592,712,Follicle
granulocytes,1609,383,Macrophage enriched
granulocytes,1739,19,Vascularized smooth muscle
vasculature,139,859,Follicle
vasculature,181,914,Follicle
vasculature,287,754,T cell enriched
vasculature,317,716,T cell enriched
vasculature,317,744,Immune-infiltrated stroma
vasculature,339,921,Vascularized smooth muscle
vasculature,383,973,Vascularized smooth muscle
vasculature,418,767,T cell enriched
vasculature,485,730,Tumor boundary
vasculature,554,867,Vascularized smooth muscle
vasculature,790,778,Tumor boundary
vasculature,832,660,T cell enriched
vasculature,816,1150,Follicle
vasculature,877,15,Smooth muscle
vasculature,870,1012,Follicle
vasculature,925,707,Tumor boundary
vasculature,1007,1072,Follicle
vasculature,1196,1090,T cell enriched
vasculature,1222,977,Vascularized smooth muscle
vasculature,1218,1079,T cell enriched
vasculature,1263,441,Immune-infiltrated stroma
vasculature,1245,1104,Vascularized smooth muscle
vasculature,1244,1007,Vascularized smooth muscle
vasculature,1300,487,Vascularized smooth muscle
vasculature,1413,787,Tumor boundary
vasculature,1497,648,T cell enriched
vasculature,1604,805,Follicle
vasculature,1649,378,Macrophage enriched
CD4+ T cells CD45RO+,64,711,Follicle
CD4+ T cells CD45RO+,81,744,Follicle
CD4+ T cells CD45RO+,84,785,Follicle
CD4+ T cells CD45RO+,85,801,Follicle
CD4+ T cells CD45RO+,99,733,T cell enriched
CD4+ T cells CD45RO+,117,762,T cell enriched
CD4+ T cells CD45RO+,152,725,Follicle
CD4+ T cells CD45RO+,241,535,Follicle
CD4+ T cells CD45RO+,248,555,Follicle
CD4+ T cells CD45RO+,257,525,Follicle
CD4+ T cells CD45RO+,264,886,Immune-infiltrated stroma
CD4+ T cells CD45RO+,371,988,Vascularized smooth muscle
CD4+ T cells CD45RO+,471,740,T cell enriched
CD4+ T cells CD45RO+,482,811,T cell enriched
CD4+ T cells CD45RO+,489,862,Tumor boundary
CD4+ T cells CD45RO+,478,784,T cell enriched
CD4+ T cells CD45RO+,499,853,Tumor boundary
CD4+ T cells CD45RO+,522,934,T cell enriched
CD4+ T cells CD45RO+,541,964,Follicle
CD4+ T cells CD45RO+,678,742,Tumor boundary
CD4+ T cells CD45RO+,698,799,Tumor boundary
CD4+ T cells CD45RO+,728,1137,Follicle
CD4+ T cells CD45RO+,742,1097,Follicle
CD4+ T cells CD45RO+,755,1169,Follicle
CD4+ T cells CD45RO+,819,800,Vascularized smooth muscle
CD4+ T cells CD45RO+,847,1096,Follicle
CD4+ T cells CD45RO+,872,1070,Follicle
CD4+ T cells CD45RO+,924,108,Smooth muscle
CD4+ T cells CD45RO+,894,922,Follicle
CD4+ T cells CD45RO+,906,888,T cell enriched
CD4+ T cells CD45RO+,936,896,T cell enriched
CD4+ T cells CD45RO+,918,1087,Follicle
CD4+ T cells CD45RO+,931,861,Tumor boundary
CD4+ T cells CD45RO+,1004,988,Follicle
CD4+ T cells CD45RO+,1007,1160,Follicle
CD4+ T cells CD45RO+,1033,896,Tumor boundary
CD4+ T cells CD45RO+,1038,793,T cell enriched
CD4+ T cells CD45RO+,1041,956,T cell enriched
CD4+ T cells CD45RO+,1062,799,T cell enriched
CD4+ T cells CD45RO+,1040,990,T cell enriched
CD4+ T cells CD45RO+,1050,1013,Follicle
CD4+ T cells CD45RO+,1070,998,T cell enriched
CD4+ T cells CD45RO+,1063,903,T cell enriched
CD4+ T cells CD45RO+,1074,920,T cell enriched
CD4+ T cells CD45RO+,1093,880,T cell enriched
CD4+ T cells CD45RO+,1081,1033,Follicle
CD4+ T cells CD45RO+,1094,1104,Follicle
CD4+ T cells CD45RO+,1091,1124,Follicle
CD4+ T cells CD45RO+,1141,977,T cell enriched
CD4+ T cells CD45RO+,1156,1036,Follicle
CD4+ T cells CD45RO+,1319,658,Immune-infiltrated stroma
CD4+ T cells CD45RO+,1459,650,T cell enriched
CD4+ T cells CD45RO+,1526,544,Follicle
CD4+ T cells CD45RO+,1516,793,Follicle
CD4+ T cells CD45RO+,1532,757,Follicle
CD4+ T cells CD45RO+,1565,434,Macrophage enriched
CD4+ T cells CD45RO+,1603,439,Follicle
CD4+ T cells CD45RO+,1672,716,Follicle
tumor cells,101,754,T cell enriched
tumor cells,221,971,Follicle
tumor cells,276,838,Tumor boundary
tumor cells,287,965,Vascularized smooth muscle
tumor cells,294,945,Vascularized smooth muscle
tumor cells,310,791,Tumor boundary
tumor cells,337,855,Tumor boundary
tumor cells,380,831,T cell enriched
