clust_annot
ExN-L5-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-2
ExN-L2/3-2
ExN-L2/3-2
ExN-L5-1
ExN-L2/3-1
Micro-1
ExN-L2/3-1
Olig-2
ExN-L2/3-2
InN-Sst-2
ExN-L2/3-1
ExN-L5-2
ExN-L2/3-1
Peri-1
ExN-L2/3-1
ExN-Olf
ExN-L5-2
ExN-L2/3-2
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L5-2
ExN-L2/3-1
Astro-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
InN-Sst-2
ExN-L2/3-1
ExN-L2/3-1
ExN-L5-2
ExN-L2/3-2
ExN-L2/3-1
Astro-2
Peri-1
InN-Pvalb-1
Peri-1
Astro-2
Astro-1
InN-Vip
ExN-L2/3-1
Macro
ExN-L2/3-1
InN-Calb2-1
Micro-2
Endo-1
Peri-1
OPC
ExN-L2/3-1
ExN-L2/3-1
Peri-1
Astro-1
Endo-2
Astro-1
Astro-2
Micro-3
InN-Pvalb-3
ExN-L2/3-1
Micro-2
ExN-L2/3-1
InN-Pvalb-1
ExN-L2/3-1
Endo-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
Endo-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
InN-Vip
Astro-1
Endo-3
Endo-1
Astro-1
ExN-L2/3-1
OPC
ExN-L2/3-2
Astro-1
Astro-1
ExN-L2/3-1
Olig-2
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
InN-Sst-1
Astro-1
ExN-L2/3-1
Olig-2
InN-Olf-2
ExN-L2/3-1
InN-Calb2-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
ExN-L2/3-1
Astro-1
ExN-L2/3-1
ExN-L2/3-1
Peri-1
ExN-L2/3-1
ExN-L2/3-1
InN-Vip
Endo-1
Micro-1
ExN-L2/3-1
Vlmc
ExN-L2/3-1
Astro-2
OPC
ExN-L2/3-1
