cell_type_annot
Endo
OPC
Endo
ExN
ExN
Astro
ExN
Astro
ExN
OPC
OPC
ExN
ExN
ExN
InN
ExN
Peri
Olig
ExN
ExN
ExN
ExN
InN
Olig
Endo
ExN
Endo
ExN
Micro
ExN
ExN
ExN
ExN
ExN
ExN
OPC
InN
ExN
ExN
InN
ExN
Endo
Endo
Endo
OPC
Olig
ExN
ExN
Peri
Endo
ExN
ExN
InN
Astro
Endo
ExN
Astro
ExN
ExN
OPC
ExN
InN
Endo
Micro
Micro
Endo
Endo
ExN
ExN
ExN
ExN
ExN
Astro
InN
Endo
ExN
InN
ExN
ExN
Olig
Endo
InN
Astro
Astro
Olig
ExN
Micro
ExN
ExN
ExN
ExN
Astro
ExN
ExN
Olig
Endo
ExN
ExN
InN
Micro
InN
ExN
InN
Olig
Endo
InN
ExN
Peri
ExN
Micro
InN
InN
ExN
InN
Endo
ExN
Endo
ExN
ExN
Endo
InN
OPC
Endo
ExN
Peri
Astro
ExN
Astro
ExN
Endo
Endo
Endo
ExN
Vlmc
ExN
ExN
ExN
Endo
Endo
InN
ExN
ExN
Micro
ExN
Endo
ExN
ExN
Endo
Endo
ExN
Astro
InN
ExN
Astro
ExN
Astro
ExN
ExN
ExN
Astro
InN
ExN
ExN
ExN
ExN
Micro
ExN
ExN
ExN
ExN
ExN
Endo
Endo
Endo
ExN
InN
ExN
Endo
Vlmc
ExN
Endo
Endo
InN
ExN
ExN
InN
ExN
Olig
ExN
Astro
Peri
ExN
InN
InN
ExN
ExN
Astro
ExN
ExN
ExN
Vlmc
Vlmc
Vlmc
Micro
ExN
ExN
Endo
Micro
Endo
ExN
ExN
Endo
Endo
ExN
Micro
OPC
ExN
ExN
Astro
Peri
Astro
ExN
ExN
ExN
ExN
ExN
ExN
Endo
ExN
InN
Micro
InN
ExN
ExN
ExN
OPC
ExN
InN
ExN
Astro
InN
Endo
Endo
Astro
InN
Olig
ExN
InN
Endo
OPC
ExN
ExN
ExN
ExN
ExN
Endo
Endo
ExN
Peri
ExN
Endo
ExN
ExN
Endo
ExN
ExN
ExN
Endo
Endo
Micro
ExN
ExN
Endo
ExN
ExN
Olig
Olig
Micro
Peri
InN
Astro
InN
Endo
ExN
ExN
InN
ExN
Astro
Olig
Peri
Astro
ExN
Endo
Olig
InN
ExN
Olig
ExN
Micro
InN
Endo
ExN
Astro
ExN
InN
ExN
Astro
Micro
OPC
ExN
ExN
ExN
Peri
Astro
Astro
Endo
Micro
Micro
OPC
Micro
ExN
InN
ExN
ExN
Astro
ExN
Vlmc
ExN
Endo
Micro
ExN
ExN
Micro
ExN
ExN
ExN
Micro
Astro
Endo
Olig
Endo
Olig
ExN
ExN
Peri
ExN
ExN
ExN
Micro
OPC
ExN
Micro
ExN
InN
Olig
ExN
ExN
Olig
Micro
ExN
ExN
ExN
Endo
ExN
ExN
ExN
ExN
Micro
ExN
ExN
OPC
ExN
Olig
OPC
ExN
ExN
Endo
ExN
ExN
Micro
ExN
ExN
Endo
ExN
Micro
ExN
Peri
ExN
Endo
ExN
Peri
ExN
Olig
OPC
InN
Olig
Micro
Peri
ExN
Endo
Endo
ExN
Micro
Astro
Astro
Endo
Astro
Endo
ExN
Olig
ExN
ExN
Astro
ExN
Micro
Olig
ExN
Astro
InN
ExN
ExN
Endo
ExN
ExN
ExN
Endo
ExN
Endo
ExN
Olig
ExN
ExN
Endo
ExN
InN
ExN
ExN
ExN
Astro
ExN
OPC
Olig
ExN
InN
ExN
ExN
ExN
ExN
Olig
ExN
InN
Olig
Astro
Astro
Olig
InN
ExN
ExN
ExN
Peri
Astro
ExN
ExN
ExN
Endo
ExN
ExN
Endo
InN
OPC
OPC
ExN
ExN
Olig
ExN
ExN
ExN
Endo
ExN
Endo
ExN
ExN
InN
ExN
ExN
Endo
ExN
ExN
Astro
ExN
ExN
ExN
Endo
ExN
Peri
ExN
ExN
ExN
ExN
Peri
Endo
Astro
InN
InN
OPC
ExN
ExN
InN
Micro
ExN
Astro
Micro
ExN
ExN
ExN
Olig
Micro
InN
Olig
Micro
ExN
ExN
Astro
ExN
InN
ExN
ExN
Endo
ExN
ExN
ExN
ExN
Olig
Micro
ExN
ExN
ExN
ExN
InN
ExN
ExN
ExN
Endo
Endo
Micro
Endo
Endo
Endo
ExN
OPC
ExN
ExN
ExN
OPC
ExN
Endo
Endo
ExN
ExN
Endo
ExN
Endo
Olig
ExN
ExN
ExN
ExN
ExN
Astro
Peri
ExN
ExN
InN
ExN
Endo
ExN
Astro
ExN
Endo
Astro
Olig
InN
ExN
InN
InN
ExN
ExN
ExN
Endo
Endo
ExN
ExN
ExN
ExN
Micro
Astro
Astro
ExN
ExN
ExN
ExN
ExN
Astro
Olig
Astro
Astro
InN
InN
InN
Endo
Olig
ExN
ExN
Olig
Micro
Endo
Olig
ExN
Micro
ExN
ExN
ExN
InN
OPC
InN
Micro
InN
Olig
ExN
Olig
ExN
Endo
Astro
Astro
Endo
Micro
Endo
InN
ExN
Endo
OPC
InN
ExN
ExN
Astro
Endo
ExN
ExN
InN
ExN
Astro
ExN
Peri
ExN
ExN
ExN
Endo
InN
Endo
ExN
InN
ExN
Astro
Endo
Micro
ExN
ExN
Endo
ExN
ExN
Peri
ExN
ExN
ExN
InN
Endo
Astro
ExN
Micro
Micro
ExN
Endo
Olig
ExN
OPC
ExN
Endo
Peri
Astro
Endo
Micro
Micro
Micro
InN
ExN
ExN
OPC
Endo
OPC
ExN
Endo
ExN
ExN
InN
Micro
ExN
ExN
InN
Astro
ExN
ExN
ExN
Endo
Endo
Olig
Astro
ExN
ExN
ExN
InN
Endo
Peri
Micro
Micro
Astro
Endo
ExN
OPC
Olig
Endo
ExN
Astro
Olig
Endo
InN
ExN
Peri
ExN
InN
Endo
InN
Micro
ExN
ExN
Micro
Micro
ExN
Endo
ExN
Endo
Micro
ExN
Astro
InN
InN
ExN
Astro
ExN
Endo
Olig
Endo
ExN
Olig
ExN
OPC
ExN
Astro
ExN
Micro
ExN
ExN
Astro
ExN
Endo
Olig
Micro
Endo
ExN
ExN
ExN
Olig
ExN
InN
ExN
InN
OPC
Endo
ExN
ExN
ExN
ExN
Astro
ExN
Astro
Endo
Endo
ExN
OPC
InN
Endo
ExN
InN
ExN
ExN
ExN
InN
ExN
ExN
ExN
Olig
Astro
ExN
Micro
Micro
ExN
OPC
OPC
Endo
Endo
Endo
InN
InN
ExN
ExN
ExN
InN
Endo
ExN
InN
ExN
Endo
ExN
ExN
ExN
ExN
Endo
ExN
Micro
ExN
ExN
ExN
InN
Endo
ExN
ExN
Peri
InN
ExN
Astro
ExN
Olig
ExN
Micro
Peri
Peri
Olig
Olig
InN
ExN
Olig
ExN
ExN
Endo
InN
ExN
ExN
ExN
ExN
ExN
ExN
Endo
ExN
ExN
ExN
ExN
Endo
InN
ExN
InN
ExN
