cell_type_annot
Astro
InN
Astro
Astro
InN
OPC
Olig
ExN
InN
Olig
Endo
Astro
Olig
Olig
MSN
Olig
InN
InN
Olig
Olig
Astro
InN
InN
Astro
Olig
Endo
InN
InN
InN
Olig
InN
InN
InN
InN
InN
InN
Endo
Astro
InN
Olig
Micro
Endo
Peri
InN
InN
InN
InN
Olig
Olig
InN
Endo
Olig
InN
OPC
Astro
Astro
InN
InN
InN
InN
InN
InN
InN
Astro
OPC
Olig
Astro
Olig
InN
Endo
Endo
InN
InN
Olig
Olig
InN
Astro
InN
Olig
Astro
Astro
Astro
OPC
InN
OPC
InN
Olig
Astro
InN
InN
InN
InN
InN
OPC
Olig
InN
Olig
InN
InN
Olig
InN
Peri
InN
InN
Endo
InN
InN
InN
InN
Olig
InN
InN
InN
InN
Olig
InN
Olig
Olig
Olig
InN
Olig
InN
InN
Peri
InN
Olig
InN
InN
InN
MSN
InN
MSN
Peri
InN
Astro
Peri
Micro
Astro
InN
InN
Endo
Astro
Peri
Olig
InN
InN
Olig
InN
InN
InN
InN
Astro
Astro
Peri
Olig
InN
InN
Micro
Olig
InN
Endo
InN
Astro
Olig
InN
InN
InN
InN
Olig
InN
InN
Olig
Astro
Endo
InN
Micro
Endo
Endo
MSN
InN
Endo
Astro
Olig
Micro
ExN
InN
Astro
Endo
Astro
Macro
Astro
Peri
Olig
Astro
Astro
Astro
Olig
Endo
Vlmc
Astro
Astro
Endo
InN
Peri
Peri
Vlmc
Endo
Micro
Astro
Astro
Micro
Olig
InN
Endo
Vlmc
Peri
InN
Astro
InN
InN
Peri
InN
Peri
Peri
Peri
InN
Olig
Vlmc
Peri
Endo
InN
InN
Endo
InN
Astro
ExN
Vlmc
Astro
Endo
OPC
Peri
Astro
Olig
ExN
Astro
Astro
Peri
Peri
Astro
InN
Astro
Astro
Olig
Vlmc
Endo
InN
Olig
InN
Peri
Astro
Micro
Astro
InN
Olig
Endo
Astro
Peri
InN
Olig
Vlmc
InN
Vlmc
Astro
InN
ExN
InN
Astro
InN
ExN
ExN
ExN
InN
InN
OPC
Astro
InN
ExN
Peri
InN
InN
OPC
ExN
ExN
Endo
Olig
ExN
InN
InN
ExN
ExN
ExN
Astro
InN
Olig
Astro
Astro
ExN
ExN
ExN
InN
OPC
ExN
ExN
InN
InN
ExN
Astro
Astro
ExN
InN
InN
ExN
Astro
ExN
ExN
Olig
OPC
InN
ExN
ExN
InN
Micro
ExN
Astro
ExN
ExN
ExN
Micro
ExN
ExN
ExN
ExN
ExN
ExN
ExN
Astro
Micro
ExN
Astro
Astro
Peri
ExN
ExN
ExN
Astro
Endo
ExN
ExN
OPC
Endo
ExN
InN
Astro
InN
Peri
ExN
ExN
Astro
ExN
Endo
Astro
Astro
Astro
Vlmc
ExN
Astro
ExN
ExN
ExN
ExN
OPC
ExN
Astro
ExN
ExN
Astro
ExN
ExN
Astro
Peri
ExN
Micro
Micro
InN
InN
ExN
Astro
Astro
OPC
Vlmc
Vlmc
ExN
Vlmc
Vlmc
ExN
Peri
Astro
ExN
Vlmc
ExN
ExN
ExN
Micro
ExN
Endo
Astro
ExN
Astro
Peri
Astro
ExN
T cell
InN
ExN
OPC
InN
Endo
ExN
Peri
Peri
ExN
Vlmc
Astro
Peri
Micro
ExN
Astro
InN
ExN
ExN
Micro
InN
ExN
Astro
ExN
Endo
ExN
InN
ExN
ExN
OPC
Olig
InN
Peri
ExN
ExN
InN
ExN
Olig
Astro
OPC
Astro
OPC
ExN
ExN
Micro
Peri
Endo
InN
ExN
ExN
ExN
ExN
InN
Endo
InN
InN
ExN
InN
InN
Olig
InN
Astro
Olig
InN
InN
InN
InN
ExN
InN
InN
InN
InN
InN
Astro
Olig
InN
Olig
Astro
Endo
InN
InN
InN
InN
Astro
InN
InN
InN
InN
InN
Astro
InN
InN
InN
Micro
MSN
Astro
ExN
InN
MSN
Astro
InN
ExN
Olig
InN
Astro
InN
InN
Olig
Olig
InN
Olig
InN
Astro
Olig
InN
Astro
Astro
Olig
Olig
InN
InN
Astro
InN
Astro
InN
Olig
Astro
Olig
InN
InN
InN
Astro
InN
InN
InN
InN
InN
Endo
InN
ExN
InN
InN
Astro
Astro
InN
Endo
Olig
Micro
Olig
InN
Astro
Peri
InN
InN
InN
InN
InN
InN
InN
Olig
Astro
Olig
Olig
InN
InN
Olig
InN
Endo
OPC
InN
Peri
Endo
InN
InN
InN
InN
InN
Olig
InN
InN
InN
MSN
InN
Astro
Olig
InN
Olig
InN
OPC
InN
Astro
Astro
InN
InN
InN
InN
InN
InN
InN
InN
InN
Astro
Endo
Astro
MSN
MSN
