cell_type_annot
ExN
Vlmc
Macro
InN
Olig
Astro
InN
InN
InN
Olig
Vlmc
MSN
Vlmc
ExN
InN
Micro
InN
ExN
MSN
InN
Olig
Astro
Vlmc
Astro
InN
InN
Astro
InN
Vlmc
InN
InN
Astro
Endo
OPC
InN
Astro
Vlmc
Olig
InN
Olig
Astro
MSN
Endo
InN
InN
InN
Olig
Olig
Astro
InN
Astro
InN
InN
InN
Macro
Astro
Endo
Olig
InN
MSN
InN
InN
ExN
InN
Vlmc
Olig
InN
Endo
Olig
MSN
Olig
InN
InN
OPC
InN
Micro
OPC
Astro
Olig
OPC
Olig
Olig
InN
OPC
ExN
Astro
ExN
ExN
InN
ExN
ExN
ExN
ExN
Olig
Vlmc
Olig
ExN
InN
Micro
ExN
ExN
ExN
ExN
ExN
ExN
OPC
ExN
ExN
Astro
Macro
ExN
Olig
ExN
ExN
Vlmc
ExN
Vlmc
ExN
InN
ExN
ExN
ExN
ExN
ExN
OPC
InN
ExN
InN
ExN
Vlmc
ExN
ExN
ExN
ExN
ExN
Astro
Astro
ExN
ExN
ExN
Vlmc
Astro
InN
OPC
ExN
Olig
ExN
ExN
ExN
InN
ExN
ExN
Astro
Astro
Astro
OPC
InN
Olig
ExN
Astro
Micro
InN
Olig
ExN
ExN
ExN
Peri
Olig
ExN
ExN
Vlmc
ExN
ExN
Macro
Micro
Macro
ExN
Endo
ExN
InN
Astro
ExN
ExN
Vlmc
ExN
Astro
Macro
InN
Endo
ExN
Vlmc
Astro
Endo
Astro
Vlmc
Peri
Olig
Astro
Astro
Astro
InN
Micro
Astro
Astro
InN
Micro
Astro
InN
Astro
Peri
Astro
Vlmc
Vlmc
Astro
Peri
Vlmc
OPC
ExN
Astro
Astro
InN
Endo
Olig
Astro
Olig
Olig
Micro
Peri
InN
InN
Olig
Olig
InN
InN
InN
Olig
Olig
Micro
Astro
InN
InN
Vlmc
Astro
ExN
Olig
InN
Astro
OPC
InN
Astro
ExN
Olig
InN
Olig
Astro
Endo
Olig
InN
OPC
Endo
Endo
Astro
Olig
Olig
MSN
Olig
InN
InN
InN
InN
InN
Olig
InN
InN
Olig
Peri
InN
Olig
Olig
Olig
InN
Astro
Micro
