cell_type_annot
Olig
InN
OPC
InN
InN
MSN
MSN
InN
Micro
Endo
Olig
InN
InN
MSN
InN
Olig
MSN
InN
Olig
InN
Micro
InN
Astro
InN
InN
Olig
InN
MSN
InN
InN
MSN
InN
InN
Olig
InN
InN
ExN
InN
OPC
InN
InN
InN
InN
Olig
MSN
InN
Micro
InN
Olig
Olig
InN
ExN
Astro
Macro
InN
Astro
Olig
InN
MSN
Astro
InN
Macro
InN
Macro
ExN
Astro
Astro
Astro
InN
Olig
InN
InN
Olig
InN
InN
Astro
Olig
Peri
Astro
Astro
Olig
Endo
Astro
MSN
InN
Astro
Astro
Astro
Astro
InN
InN
InN
Astro
InN
Astro
Endo
InN
Astro
Astro
Astro
Peri
Olig
InN
Astro
Astro
Micro
Astro
Macro
Macro
Astro
Peri
InN
Endo
Micro
InN
Astro
Astro
Olig
Peri
MSN
Astro
InN
InN
Astro
Endo
OPC
Olig
InN
Endo
Peri
Astro
InN
InN
InN
InN
InN
ExN
ExN
ExN
InN
Peri
InN
Olig
InN
Astro
Endo
InN
Endo
InN
Astro
InN
Endo
InN
InN
InN
InN
InN
InN
InN
ExN
Peri
Astro
InN
Macro
MSN
InN
InN
InN
Vlmc
Vlmc
Astro
InN
Olig
ExN
Astro
Astro
InN
InN
Astro
InN
Peri
InN
InN
InN
OPC
InN
InN
InN
InN
InN
InN
InN
InN
Olig
InN
Endo
Olig
InN
InN
ExN
Astro
InN
Astro
InN
InN
Olig
Olig
ExN
Astro
Peri
InN
Olig
Astro
Olig
Astro
InN
InN
InN
Olig
ExN
InN
InN
ExN
ExN
Astro
OPC
Astro
InN
Astro
InN
Astro
ExN
InN
Endo
InN
InN
Astro
ExN
InN
InN
OPC
InN
ExN
ExN
InN
ExN
ExN
Peri
Peri
ExN
Astro
InN
Olig
InN
ExN
InN
Astro
InN
OPC
InN
Endo
ExN
InN
Vlmc
Vlmc
Micro
InN
Macro
Astro
InN
InN
InN
Astro
InN
Olig
Olig
Astro
Peri
InN
Astro
InN
InN
Astro
Vlmc
Astro
Peri
InN
InN
Astro
InN
Vlmc
Micro
Astro
Astro
InN
Vlmc
OPC
OPC
Vlmc
Olig
Olig
Astro
Peri
Vlmc
Astro
Olig
MSN
InN
Astro
OPC
InN
Micro
InN
Olig
InN
ExN
Vlmc
Astro
InN
Olig
MSN
Olig
MSN
Astro
InN
InN
Olig
MSN
Vlmc
MSN
InN
Vlmc
InN
InN
Vlmc
Astro
Astro
InN
MSN
Astro
InN
InN
InN
Vlmc
Astro
InN
Astro
InN
MSN
InN
ExN
Astro
Astro
ExN
ExN
InN
ExN
Vlmc
Astro
InN
MSN
InN
InN
InN
Olig
Olig
Astro
MSN
InN
InN
Peri
Astro
Astro
InN
Astro
InN
Endo
InN
InN
Endo
Endo
MSN
InN
InN
InN
InN
InN
InN
Astro
InN
Micro
Peri
InN
InN
Astro
InN
Peri
Olig
Olig
MSN
InN
Olig
Endo
Astro
InN
Olig
InN
InN
Astro
Olig
InN
MSN
Olig
InN
Olig
Olig
InN
MSN
ExN
ExN
InN
ExN
Peri
Peri
ExN
MSN
Astro
MSN
InN
InN
Olig
MSN
MSN
Endo
MSN
InN
Astro
Olig
InN
Astro
InN
InN
MSN
MSN
ExN
Olig
MSN
InN
MSN
MSN
MSN
InN
MSN
Peri
MSN
Endo
MSN
MSN
MSN
MSN
InN
InN
Olig
Olig
Peri
MSN
InN
InN
Endo
InN
OPC
MSN
MSN
Endo
Micro
Astro
Peri
ExN
Olig
MSN
MSN
MSN
MSN
Olig
InN
MSN
MSN
MSN
MSN
MSN
Micro
Astro
MSN
MSN
MSN
MSN
Endo
Micro
MSN
MSN
ExN
MSN
MSN
Astro
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
MSN
InN
Endo
MSN
MSN
MSN
MSN
Olig
MSN
MSN
Peri
MSN
MSN
MSN
MSN
MSN
Olig
MSN
MSN
MSN
MSN
MSN
MSN
Astro
MSN
MSN
MSN
Olig
Endo
MSN
MSN
MSN
Olig
MSN
MSN
MSN
MSN
MSN
Astro
InN
MSN
MSN
Astro
MSN
MSN
MSN
MSN
MSN
Micro
Olig
MSN
MSN
MSN
Olig
Olig
MSN
MSN
Endo
MSN
MSN
MSN
MSN
MSN
MSN
ExN
OPC
MSN
MSN
MSN
MSN
Olig
MSN
MSN
MSN
Endo
Olig
MSN
MSN
InN
Endo
MSN
Astro
MSN
InN
MSN
MSN
MSN
Olig
MSN
Astro
MSN
Astro
MSN
InN
MSN
MSN
Astro
Peri
MSN
Endo
MSN
MSN
Micro
MSN
Olig
MSN
Endo
MSN
MSN
Astro
ExN
InN
InN
Astro
ExN
Astro
Olig
Olig
Micro
InN
OPC
Astro
InN
InN
Astro
Olig
InN
Olig
Astro
Olig
Olig
InN
Endo
InN
Astro
InN
Astro
Olig
InN
Astro
Astro
Olig
InN
InN
MSN
Astro
InN
Astro
Olig
Olig
InN
InN
InN
InN
InN
InN
InN
Olig
Astro
Olig
Olig
InN
InN
InN
InN
InN
OPC
InN
Micro
InN
Olig
InN
Astro
OPC
Olig
InN
Astro
OPC
InN
Olig
InN
Astro
InN
Endo
Olig
InN
InN
InN
InN
InN
ExN
InN
Olig
Olig
InN
Astro
InN
Endo
Olig
InN
Olig
InN
InN
InN
InN
InN
InN
Astro
Macro
Astro
InN
InN
InN
Astro
InN
Olig
InN
Olig
Astro
ExN
ExN
Olig
InN
OPC
Endo
InN
InN
Olig
ExN
Peri
InN
Endo
InN
Olig
Astro
InN
InN
InN
Olig
InN
Peri
Astro
Astro
Astro
Endo
Astro
Astro
Vlmc
Olig
Vlmc
Vlmc
Peri
Olig
Endo
Astro
ExN
Macro
Astro
ExN
ExN
Macro
Astro
Astro
Peri
Astro
Peri
Astro
ExN
Vlmc
Peri
Vlmc
Peri
ExN
InN
Peri
Peri
Peri
ExN
ExN
ExN
InN
ExN
OPC
Astro
ExN
Olig
ExN
InN
ExN
ExN
Micro
Micro
ExN
ExN
Micro
ExN
ExN
Astro
Vlmc
ExN
ExN
Peri
ExN
InN
ExN
ExN
Astro
ExN
ExN
ExN
Astro
Astro
ExN
ExN
Astro
ExN
ExN
ExN
Vlmc
ExN
ExN
ExN
ExN
ExN
ExN
Peri
ExN
ExN
Endo
ExN
ExN
ExN
Micro
ExN
ExN
ExN
ExN
Olig
ExN
ExN
ExN
ExN
ExN
Olig
ExN
ExN
InN
ExN
ExN
OPC
ExN
ExN
Astro
Micro
ExN
ExN
ExN
InN
ExN
Olig
ExN
ExN
ExN
Astro
ExN
Endo
InN
ExN
ExN
Micro
ExN
ExN
Astro
ExN
ExN
ExN
OPC
ExN
ExN
ExN
Olig
ExN
Olig
ExN
InN
ExN
InN
MSN
ExN
ExN
InN
ExN
Endo
ExN
Astro
Micro
Peri
ExN
InN
